UID,PHYLUM,CLASS,ORDER,FAMILY,GENUS,TARGET_TAXON,TAXA_ID,TOTAL300,IS_DISTINCT300,LAT_DD83,LON_DD83,STRAH_CAT,EPA_REG,SITE_ID,YEAR,DATE_COL,VISIT_NO,SAMPLE_TYPE,MMI_BENT,BENT_MMI_COND,candidate_station_1_id,candidate_station_1_distance_km,candidate_station_2_id,candidate_station_2_distance_km,candidate_station_3_id,candidate_station_3_distance_km,candidate_station_4_id,candidate_station_4_distance_km,candidate_station_5_id,candidate_station_5_distance_km
2013186,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARACHIRONOMUS,PARACHIRONOMUS,4099,17.0,1.0,39.7549313120524,-97.55600515,SmallStreams,Region_07,NRS18_KS_10140,2018.0,8/7/2018,1,BERW,23.28,Fair,US1KSRP0013,9.124925275785644,US1KSRP0007,9.458796810949899,US1KSRP0014,9.966106050961038,USC00140073,10.048991214986492,USC00141941,10.086948621230752
2013187,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,HEPTAGENIIDAE,3802,7.0,0.0,41.9999024160351,-76.62263816,RiversOther,Region_03,NRS18_PA_10023,2018.0,8/8/2018,1,BETB,60.83,Good,USC00301413,1.326015263128807,US1PABF0014,4.143554521955948,USC00309047,8.071167601686993,US1PABF0020,8.84154470633122,USC00365731,10.116327708812697
2013188,MOLLUSCA,GASTROPODA,,,,GASTROPODA,3745,3.0,1.0,,,,Region_04,NRS18_AL_10010,,8/8/2018,2,BETB,16.38,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013189,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,OECETIS,OECETIS,4060,2.0,1.0,34.7880619763736,-91.87004886,LargeStreams,Region_06,NRS18_AR_10009,2018.0,8/8/2018,1,BERW,39.58,Poor,US1ARLK0011,2.609765465012143,US1ARLK0002,4.101732194313378,US1ARLK0006,6.021353478741803,USC00031224,10.97605905637471,US1ARLK0008,14.982692705044759
2013190,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CARDIOCLADIUS,CARDIOCLADIUS,3556,,,41.350000440327,-73.19197535,SmallStreams,Region_01,NRS18_CT_10017,2018.0,8/7/2018,1,BERW,32.12,Poor,US1CTFR0042,2.328460993405893,US1CTFR0032,3.145067609501711,USC00068065,3.929967188419912,US1CTFR0065,5.152015443042929,US1CTFR0023,5.509908518782556
2013191,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,FAXONIUS,FAXONIUS,5131,1.0,1.0,34.4956631811137,-94.4735322,RiversOther,Region_06,NRS18_OK_10036,2018.0,8/8/2018,1,BERW,26.95,Poor,USC00031666,8.800565349085623,USC00037383,15.801332920034968,USC00348285,15.821197130900174,USC00030814,19.620137751986274,USC00034756,20.286273835492512
2013192,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HYALELLIDAE,HYALELLA,HYALELLA,3821,2.0,1.0,25.9714392434668,-80.31460687,SmallStreams,Region_04,NRS18_FL_10042,2018.0,8/7/2018,1,BETB,18.18,Poor,US1FLMD0006,3.537222606896747,US1FLBW0045,4.128013068779904,US1FLBW0004,4.910357939289058,US1FLBW0103,5.24997469089902,US1FLBW0021,5.262492548620538
2013193,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PHAENOPSECTRA,PHAENOPSECTRA,4143,1.0,1.0,41.7827042586172,-71.89588062,RiversOther,Region_01,NRS18_CT_10004,2018.0,8/8/2018,1,BETB,51.5,Fair,US1CTWN0016,4.304970685956651,USC00060918,4.487804448551363,US1CTWN0026,5.5086863344227615,US1CTWN0025,6.509142462826986,US1CTWN0008,6.977169241887462
2013194,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,DRUNELLA,DRUNELLA,3676,4.0,1.0,44.7983829103273,-122.4810694,LargeStreams,Region_10,NRS18_OR_10022,2018.0,8/8/2018,1,BERW,69.23,Good,US1ORMN0047,5.215494779427176,US1ORLN0028,5.55061209709397,US1ORMN0036,5.801998440332835,US1ORLN0098,5.806638413946289,US1ORLN0076,5.989332442061994
2013195,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,,,HAPLOTAXIDA,3783,1.0,1.0,32.801159951838,-82.92292172,SmallStreams,Region_04,NRS18_GA_10004,2018.0,8/8/2018,1,BERW,68.73,Good,US1GAJH0001,14.53399547748002,USC00094110,19.599710698469256,US1GAWG0006,21.75054170272874,US1GAWG0001,21.769847121753138,USC00097777,22.211446312834333
2013196,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,8.0,1.0,39.9122593324493,-104.8821446,RiversMajor,Region_08,NRS18_CO_10061,2018.0,8/6/2018,1,BETB,27.3,Fair,US1COAD0075,3.3935489041655513,US1COAD0232,4.136956571622896,US1COAD0187,4.150860289278798,US1COAD0069,4.340077168473432,US1COAD0132,5.171687897148553
2013197,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYTARSUS,TANYTARSUS,4348,1.0,1.0,38.1066020041808,-88.16383425,RiversOther,Region_05,NRS18_IL_10042,2018.0,8/7/2018,1,BETB,12.95,Poor,USC00111302,2.805114216428262,USC00111296,7.1436027956909856,US1ILWH0004,14.959577422356007,USC00114356,16.24424032212326,USC00126179,19.120030849047826
2013198,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,6.0,1.0,,,,Region_03,NRS18_VA_RF005,,8/8/2018,1,BETB,78.95,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013199,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CHIRONOMIDAE,3581,2.0,0.0,43.5710787089705,-97.95400211,LargeStreams,Region_08,NRS18_SD_10034,2018.0,8/8/2018,1,BERW,27.7,Fair,US1SDDV0026,6.22679487808373,US1SDDV0028,7.861992016627579,US1SDDV0025,9.332460075876929,US1SDDV0037,10.99487944511342,US1SDDV0002,11.426119156694766
2013200,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLADOPELMA,CLADOPELMA,3593,,,39.1361919277625,-84.34205654,RiversOther,Region_05,NRS18_OH_10008,2018.0,8/8/2018,1,BETB,66.17,Good,USC00334824,3.8740669186713657,US1OHHM0087,4.384600587172001,US1OHCM0016,4.939235584971546,USC00335265,4.965840457513066,US1OHCM0032,5.023133880442969
2013201,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,THIENEMANNIMYIA GENUS GR.,4362,,,46.6207914418859,-97.54318839,RiversOther,Region_08,NRS18_ND_10035,2018.0,8/8/2018,1,BERW,39.18,Fair,USC00322697,1.875638707849165,USC00322695,7.275009052527006,USC00327270,21.121471327230598,US1NDRS0002,22.34280044721087,USC00325220,22.70862514673347
2013202,ARTHROPODA,INSECTA,TRICHOPTERA,LEPIDOSTOMATIDAE,LEPIDOSTOMA,LEPIDOSTOMA,3895,3.0,1.0,,,,Region_09,NRS18_CA_10020,,8/6/2018,2,BETB,23.03,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013203,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,LIMNESIIDAE,LIMNESIA,LIMNESIA,3920,1.0,1.0,38.6382310297853,-121.5636929,RiversMajor,Region_09,NRS18_CA_10055,2018.0,8/8/2018,1,BETB,6.93,Poor,US1CASA0071,4.179540099922065,US1CAYL0025,6.1175963644689615,USW00093225,7.439243953610555,USP00CA0002,9.332785138004581,US1CASA0018,11.820652214451583
2013204,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILA,HYDROPTILA,3846,1.0,1.0,38.9900369912213,-77.15981221,SmallStreams,Region_03,NRS18_MD_10014,2018.0,8/9/2018,1,BERW,23.92,Poor,US1MDMG0066,0.9847197703119597,USC00183645,2.730054557330927,US1MDMG0037,2.742939423628929,US1MDMG0038,3.6132562160164308,USC00180565,3.8870059063136657
2013205,ARTHROPODA,INSECTA,DIPTERA,SIMULIIDAE,SIMULIUM,SIMULIUM,4281,3.0,1.0,31.8801760938746,-86.78361624,SmallStreams,Region_04,NRS18_AL_10019,2018.0,8/9/2018,1,BERW,43.92,Fair,US1ALBT0005,0.6582021746346298,US1ALBT0001,5.869575926558482,US1ALBT0004,6.1260640343755,USC00013524,15.123351285679151,USW00063874,16.426777695017357
2013206,ARTHROPODA,INSECTA,DIPTERA,DIXIDAE,DIXA,DIXA,3667,3.0,1.0,44.79284508,-122.5357681,SmallStreams,Region_10,NRS18_OR_10071,2018.0,8/9/2018,1,BERW,67.92,Good,US1ORMN0036,3.0044820732382784,USC00355092,4.67544476111319,US1ORMN0049,5.495415779531091,US1ORMN0047,5.571753255519672,USC00355447,6.401638370124069
2013207,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,RHEOCRICOTOPUS,RHEOCRICOTOPUS,4245,,,41.6834654224652,-78.45547253,SmallStreams,Region_03,NRS18_PA_10032,2018.0,8/8/2018,1,BERW,12.42,Poor,USC00361529,3.6977772571928433,USC00361526,3.951085785690832,USC00361534,8.511501459700677,USC00368203,12.607848725322295,USC00368190,14.928757960345958
2013208,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PSEUDOCHIRONOMUS,PSEUDOCHIRONOMUS,4212,,,44.5635375498858,-72.56501577,LargeStreams,Region_01,NRS18_VT_10018,2018.0,8/9/2018,1,BERW,59.07,Good,US1VTLM0016,1.6385035172750306,USC00435366,3.0004060433557713,USR0000VELM,3.623357469994243,US1VTLM0027,4.9176548865961,US1VTLM0008,5.047067228803783
2013209,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,LEUCROCUTA,LEUCROCUTA,3911,1.0,1.0,41.3946923188913,-71.84151595,RiversOther,Region_01,NRS18_RI_10006,2018.0,8/9/2018,1,BETB,69.93,Good,US1RIWS0030,1.736496332158941,US1RIWS0024,2.2012023075454286,US1RIWS0104,2.4581649591515786,US1RIWS0047,2.4859066905960328,US1CTNL0052,3.0459790861966867
2013210,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARACHAETOCLADIUS,PARACHAETOCLADIUS,4098,,,44.9264179444789,-72.08737253,SmallStreams,Region_01,NRS18_VT_10009,2018.0,8/7/2018,1,BERW,23.68,Poor,US1VTOL0005,6.950083035432986,USC00431730,8.188222779838062,USC00435542,8.538758719110989,US1VTOL0024,9.677359520258348,CA007028280,10.087932675001836
2013211,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,NILOTANYPUS,NILOTANYPUS,4042,,,44.9436573930035,-72.04422356,SmallStreams,Region_01,NRS18_VT_10012,2018.0,8/7/2018,1,BERW,48.63,Fair,USC00431730,6.978510648277078,US1VTOL0005,8.737995503663477,CA007028280,9.231056580101678,US1VTOL0024,10.225670279326588,USC00435542,11.573919368220476
2013212,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,HELICOPSYCHE,HELICOPSYCHE,3789,9.0,1.0,35.5623257716112,-93.28855047,LargeStreams,Region_06,NRS18_AR_10014,2018.0,8/9/2018,1,BERW,53.67,Good,USR0000ADVK,6.766735946067856,US1ARJH0002,7.901562516989508,USC00034390,9.454512815509526,USC00034290,9.52106112663189,USC00031457,10.914250145549902
2013213,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,NAIS,NAIS,4004,1.0,1.0,37.2619901896386,-88.51406065,RiversOther,Region_05,NRS18_IL_10037,2018.0,8/9/2018,1,BETB,9.83,Poor,USC00115643,10.683032653933099,US1ILPP0001,11.113925478422475,US1ILMC0003,11.19784809093706,USC00118020,13.10448423756687,USC00113522,13.18141480155109
2013214,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARAMETRIOCNEMUS,PARAMETRIOCNEMUS,4112,3.0,1.0,41.0233478601786,-78.90571919,SmallStreams,Region_03,NRS18_PA_10019,2018.0,8/9/2018,1,BERW,37.22,Fair,USC00368610,6.120366799936886,USC00361551,10.055207853782306,USC00367222,11.245599250082721,USC00367217,11.364172917186748,USC00362261,14.89989667000361
2013215,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,3578,4.0,1.0,45.0269185749912,-88.97934453,LargeStreams,Region_05,NRS18_WI_10046,2018.0,8/8/2018,1,BERW,80.97,Good,US1WISW0013,12.218110887436247,US1WIMM0001,12.880968687156662,USW00004864,17.506515435605426,USC00470239,18.198873797096027,USC00478190,18.418400204964477
2013216,ARTHROPODA,INSECTA,TRICHOPTERA,PSYCHOMYIIDAE,LYPE,LYPE,3947,,,44.8782368578808,-88.6715616,SmallStreams,Region_05,NRS18_WI_10263,2018.0,8/9/2018,1,BERW,38.63,Good,US1WISW0016,9.015581141055401,US1WISW0015,10.677086069434353,USC00477708,13.474224813085176,US1WIOC0023,15.274183446443933,US1WIOC0003,15.995941235363047
2013217,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,ASIOPLAX,ASIOPLAX,3485,33.0,1.0,40.5399774896961,-109.0681634,RiversMajor,Region_08,NRS18_UT_10435,2018.0,8/7/2018,1,BETB,79.25,Good,USR0000CDIN,13.76712537120791,USR0000DIAM,17.066306448977677,USR0000MINE,18.242716610669746,USC00422172,22.915480470061045,USC00422173,23.139373357914728
2013218,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,OECETIS,OECETIS,4060,2.0,1.0,30.3643454874431,-94.26185268,RiversOther,Region_06,NRS18_TX_10036,2018.0,8/9/2018,1,BETB,42.58,Fair,USC00414878,3.791996476260549,US1TXHRN005,5.260103599883164,US1TXHRN006,5.268497689830005,USC00418311,5.789796864008524,US1TXHRN011,9.01445688036588
2013219,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLADOTANYTARSUS,CLADOTANYTARSUS,3594,4.0,1.0,43.3087915923993,-116.5772537,RiversMajor,Region_10,NRS18_ID_10042,2018.0,8/9/2018,1,BETB,18.45,Poor,USC00103894,3.5915786297912913,USC00106248,10.27571486094153,USC00108928,17.662633535973747,USC00107648,17.999102243937212,USW00004127,18.215555592729096
2013220,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,BRANCHIURA,BRANCHIURA,3532,,,26.1797304839906,-81.67099279,SmallStreams,Region_04,NRS18_FL_10012,2018.0,8/9/2018,1,BETB,12.15,Poor,USC00086078,2.076501665353766,US1FLCR0001,4.113519829235584,US1FLCR0026,4.899186595729738,US1FLCR0062,6.351915062133097,US1FLCR0059,6.792784801158918
2013221,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CORYDALUS,CORYDALUS,3619,8.0,1.0,35.5423541837838,-93.16001748,RiversOther,Region_06,NRS18_AR_10015,2018.0,8/10/2018,1,BETB,50.83,Good,USC00034290,4.24489439210586,USC00034390,10.461868991814487,US1ARPP0017,14.829231474225175,USC00037262,15.46872207055795,US1ARPP0026,17.035929292369932
2013222,MOLLUSCA,BIVALVIA,VENEROIDA,,,VENEROIDA,4412,20.0,0.0,,,,Region_04,NRS18_AL_10009,,8/10/2018,2,BERW,18.15,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013223,ARTHROPODA,MALACOSTRACA,AMPHIPODA,GAMMARIDAE,GAMMARUS,GAMMARUS,3744,1.0,1.0,41.5428966811996,-71.6956366,SmallStreams,Region_01,NRS18_RI_10199,2018.0,8/10/2018,1,BERW,35.23,Poor,US1RIWS0064,1.3836244390272756,US1RIWS0099,3.8896288942468455,US1RIWS0042,4.925714226082252,US1RIWS0062,5.025549098333086,US1RIWS0019,5.154915665531155
2013225,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,36.0,0.0,40.5153294299408,-107.2359869,RiversMajor,Region_08,NRS18_CO_10026,2018.0,8/8/2018,1,BETB,72.53,Good,USC00053867,2.991204302029357,US1CORT0010,3.3006203657456332,USW00094025,4.114631586141389,US1CORT0079,6.120225260263983,US1CORT0057,8.575750059394025
2013226,MOLLUSCA,GASTROPODA,,,,GASTROPODA,3745,140.0,0.0,,,,Region_08,NRS18_CO_10002,,8/9/2018,2,BETB,23.4,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013227,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,THIENEMANNIMYIA GENUS GR.,4362,13.0,1.0,,,,Region_08,NRS18_CO_10003,,8/10/2018,2,BERW,9.07,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013228,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,TRICORYTHODES,TRICORYTHODES,4384,1.0,1.0,34.0648809084455,-93.44225956,SmallStreams,Region_06,NRS18_AR_10001,2018.0,8/12/2018,1,BERW,42.17,Fair,USC00030178,4.23774453603563,US1ARPK0001,6.924981298867911,US1ARPK0003,9.525721351298003,US1ARPK0009,15.817664830684649,US1ARPK0006,18.81327997004173
2013229,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOCHIRONOMUS,CRYPTOCHIRONOMUS,3625,1.0,1.0,37.8019830849711,-89.23035608,RiversOther,Region_05,NRS18_IL_11563,2018.0,8/12/2018,1,BETB,24.53,Poor,US1ILJK0014,1.4905291836211836,USW00093810,2.4576710524298555,US1ILJK0002,7.613452047094525,US1ILJK0019,8.288432780981742,US1ILWM0003,8.436893139637597
2013230,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,RHEOTANYTARSUS,RHEOTANYTARSUS,4247,1.0,1.0,38.6045541818443,-106.4649269,SmallStreams,Region_08,NRS18_CO_10055,2018.0,8/12/2018,1,BERW,56.12,Good,US1COGN0059,5.806926861267021,USC00056513,5.9630513067311215,US1COGN0023,8.881225003327312,USS0006L05S,13.43832836550073,USC00057345,13.61599162353802
2013231,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARATANYTARSUS,PARATANYTARSUS,4120,2.0,1.0,40.1597030611558,-105.1184267,LargeStreams,Region_08,NRS18_CO_10005,2018.0,8/13/2018,1,BERW,54.45,Good,US1COBO0256,0.8596088984537801,US1COBO0531,1.0760462133530693,US1COBO0551,1.408042524566095,US1COBO0441,1.4256265579586243,US1COBO0181,1.4834941419150647
2013232,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3542,41.0,1.0,28.9899363962658,-96.70226571,RiversOther,Region_06,NRS18_TX_10050,2018.0,8/13/2018,1,BERW,57.95,Good,USC00412768,3.1748051718300068,USC00412769,4.808753299714247,US1TXJK0006,5.398942268802421,US1TXJK0004,7.485131860299102,USC00412770,10.47615881159967
2013233,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3542,1.0,1.0,,,,Region_04,NRS18_MS_10002,,8/13/2018,2,BETB,33.37,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013234,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,5.0,1.0,41.0421198127447,-74.04730488,SmallStreams,Region_02,NRS18_NJ_10001,2018.0,8/13/2018,1,BERW,18.77,Poor,US1NJBG0060,2.6069514636002618,USC00289832,3.163679598054193,US1NYRL0001,3.971674442373209,US1NYRL0013,5.604028274429975,US1NJBG0010,6.348779845420051
2013235,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,CERATOPOGONINAE,3567,2.0,1.0,41.4156571474872,-98.08896794,LargeStreams,Region_07,NRS18_NE_10004,2018.0,8/13/2018,1,BERW,43.88,Good,USC00250734,5.476968939511965,USC00253082,7.406527350413564,US10nanc003,11.00612894754499,US10boon006,11.192407145432805,USC00253075,11.304495056745914
2013236,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYTARSUS,TANYTARSUS,4348,2.0,1.0,37.1387580765341,-89.26780319,RiversOther,Region_05,NRS18_IL_10036,2018.0,8/13/2018,1,BETB,32.08,Poor,USC00116383,8.328911268852355,USC00115880,10.768080976647024,USW00093809,12.97848691338952,USR0000IBNR,15.651650686814545,US1ILAL0002,16.466792132214863
2013237,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,HETEROTRISSOCLADIUS,HETEROTRISSOCLADIUS,3814,3.0,1.0,,,,Region_10,NRS18_OR_10002,,8/13/2018,2,BETB,35.75,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013238,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE,GALBA,GALBA,5117,1.0,1.0,,,,Region_08,NRS18_CO_10014,,8/10/2018,2,BETB,28.07,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013239,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PHAENOPSECTRA,PHAENOPSECTRA,4143,2.0,1.0,40.5799649844491,-105.0562722,RiversOther,Region_08,NRS18_CO_10977,2018.0,8/13/2018,1,BERW,56.92,Good,US1COLR1104,0.6194008690212656,US1COLR0373,1.0142763210286845,US1COLR1137,1.1972324067277507,US1COLR0798,1.2693264594112457,US1COLR0431,1.498774253065448
2013240,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,DICROTENDIPES,3658,2.0,1.0,39.4069302883391,-79.41190187,LargeStreams,Region_03,NRS18_MD_10008,2018.0,8/13/2018,1,BERW,40.15,Fair,USC00186620,1.2100146655955206,US1MDGR0009,3.4255631549336734,USC00182450,7.361049511839226,US1WVPR0019,8.543970840556737,USC00188670,8.81801550404719
2013241,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MICROTENDIPES,MICROTENDIPES,3982,4.0,1.0,44.1128038977571,-73.09310954,LargeStreams,Region_01,NRS18_VT_10017,2018.0,8/14/2018,1,BERW,62.8,Good,US1VTAD0019,2.3539653858994103,USC00430921,3.0935964705832872,USC00435501,4.576730929925873,US1VTAD0002,6.233139470623368,US1VTAD0038,8.212953737270517
2013242,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,HELISOMA,HELISOMA,3790,2.0,1.0,42.877610581736,-70.99176953,RiversOther,Region_01,NRS18_NH_10019,2018.0,8/14/2018,1,BETB,12.7,Poor,USC00275880,3.4425670506618493,US1MAES0061,4.383795741094178,US1MAES0059,5.041062684814294,US1NHRC0080,5.872826176316085,US1MAES0027,7.268739287133643
2013243,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,COELOTANYPUS,COELOTANYPUS,3604,1.0,1.0,28.8908909411463,-97.13556039,RiversMajor,Region_06,NRS18_TX_10023,2018.0,8/14/2018,1,BETB,24.58,Poor,US1TXVC0027,5.327592713098091,US1TXVC0001,5.370048464128945,US1TXVC0015,5.798668958936416,US1TXVC0022,7.081633153185592,US1TXGD0001,10.54029128707535
2013244,ARTHROPODA,MALACOSTRACA,AMPHIPODA,HYALELLIDAE,HYALELLA,HYALELLA,3821,87.0,1.0,,,,Region_08,NRS18_ND_10011,,8/14/2018,2,BERW,31.45,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013245,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,HYDROBAENUS,HYDROBAENUS,3831,1.0,1.0,39.1136859120679,-107.9785352,LargeStreams,Region_08,NRS18_CO_10034,2018.0,8/9/2018,1,BERW,71.2,Good,US1COME0042,5.514114298329937,USC00050825,6.982796145283483,US1CODL0044,7.92302744231931,US1CODL0045,8.547450056472265,US1COME0133,8.850759325955483
2013246,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARAMETRIOCNEMUS,PARAMETRIOCNEMUS,4112,7.0,1.0,43.143229530181,-91.02181196,SmallStreams,Region_05,NRS18_WI_10003,2018.0,8/14/2018,1,BERW,36.68,Fair,US1WICR0007,6.381917458945744,USC00474937,9.835465513429085,US1WICR0006,13.338189917431086,USC00478163,13.346288006307214,USC00476827,13.737662564560367
2013247,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,STEMPELLINELLA,STEMPELLINELLA,4308,2.0,1.0,,,,Region_04,NRS18_NC_RF001,,8/14/2018,1,BERW,71.95,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013248,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,HEMERODROMIA,HEMERODROMIA,3799,1.0,1.0,,,,Region_04,NRS18_MS_10001,,8/14/2018,2,BERW,61.38,,ACW00011604,,US1OKCV0084,,US1OKCV0083,,US1OKCV0082,,US1OKCV0081,
2013254,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,GOMPHIDAE,3759,7.0,1.0,43.2628460294827,-103.6068246,RiversMajor,Region_08,NRS18_SD_10058,2018.0,8/14/2018,1,BERW,71.82,Good,USC00394010,6.182808984228574,USC00391485,9.084113941295287,US1SDFR0035,13.518340969091904,US1SDFR0005,15.03389104566475,US1SDFR0020,15.93333466412668
2013255,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,,,HAPLOTAXIDA,3783,6.0,1.0,40.8794208679557,-74.17183043,SmallStreams,Region_02,NRS18_NJ_10334,2018.0,8/15/2018,1,BERW,17.17,Poor,US1NJPS0017,2.4541901867934657,USC00286775,2.933218849195586,US1NJES0015,3.502439627325911,US1NJPS0028,3.699188980449527,USC00281472,4.02914373479409
2013256,ARTHROPODA,INSECTA,PLECOPTERA,LEUCTRIDAE,,LEUCTRIDAE,3913,1.0,1.0,40.864463398973,-110.5393564,SmallStreams,Region_08,NRS18_UT_10032,2018.0,8/14/2018,1,BERW,45.47,Fair,USS0010J21S,1.7284385642118267,USS0010J20S,6.048480166077334,USS0010J23S,10.505347914882538,USC00423886,10.613944118367053,USS0010J04S,10.739906716070738
2013257,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIPLOCLADIUS,DIPLOCLADIUS,3663,1.0,1.0,38.8733271731424,-75.47641458,SmallStreams,Region_03,NRS18_DE_10033,2018.0,8/14/2018,1,BERW,44.45,Fair,US1DESS0090,2.1056895550576744,US1DESS0036,3.196450062888662,US1DESS0056,4.0336015267301555,US1DEKN0013,4.4096523360462845,USC00075915,5.245437731448032
2013258,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,EPHEMERELLA,EPHEMERELLA,3705,2.0,1.0,45.1361876178704,-113.9096247,RiversMajor,Region_10,NRS18_ID_10992,2018.0,8/14/2018,1,BETB,49.98,Fair,USR0000ISAL,2.409730134943722,USC00108080,4.5161558671157565,US1IDLM0003,4.586313550639254,US1IDLM0001,5.056732789333495,USC00108076,7.853132605066042
2013259,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,THIENEMANNIELLA,THIENEMANNIELLA,4361,1.0,1.0,45.1862177207305,-113.8928287,RiversMajor,Region_10,NRS18_ID_10026,2018.0,8/15/2018,1,BETB,35.13,Poor,US1IDLM0001,0.772796945345062,USC00108080,1.5648006534894146,USC00108076,2.5574947204961735,USR0000ISAL,5.126894684877652,US1IDLM0003,10.048458413849703
