UID,PHYLUM,CLASS,ORDER,FAMILY,GENUS,TARGET_TAXON,TAXA_ID,TOTAL300,IS_DISTINCT300,LAT_DD83,LON_DD83,STRAH_CAT,EPA_REG,SITE_ID,YEAR,DATE_COL,VISIT_NO,SAMPLE_TYPE,MMI_BENT,BENT_MMI_COND,nearest_station_id
2012970,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,NAIS,NAIS,4004,,,41.7039734532346,-111.9194458,SmallStreams,Region_08,NRS18_UT_10044,2018,7/20/2018,1,BERW,9.63,Poor,USC00425183
2012971,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,GOMPHIDAE,3759,7,1,41.0056480668892,-117.3393376,RiversMajor,Region_09,NRS18_NV_10006,2018,7/19/2018,1,BERW,51.33,Fair,USC00263245
2012972,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CHIRONOMIDAE,3581,,,34.826529004669,-80.8152635,LargeStreams,Region_04,NRS18_SC_10004,2018,7/20/2018,1,BERW,5.33,Poor,US1NCUN0034
2012973,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,PISIDIIDAE,4158,8,0,35.0711778813674,-89.85614426,SmallStreams,Region_04,NRS18_TN_10011,2018,7/20/2018,1,BERW,4.3,Poor,US1TNSH0017
2012974,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,PACHYDIPLAX,PACHYDIPLAX,4086,,,35.865512194276,-90.84473388,SmallStreams,Region_06,NRS18_AR_10046,2018,7/20/2018,1,BERW,11.5,Poor,US1ARCG0002
2012975,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,BRANCHIURA,BRANCHIURA,3532,,,36.3554003367086,-90.95286554,LargeStreams,Region_06,NRS18_AR_10022,2018,7/19/2018,1,BETB,18.4,Poor,US1ARRN0011
2012976,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,LABRUNDINIA,LABRUNDINIA,3882,1,1,,,,Region_05,NRS18_IL_10013,,7/20/2018,2,BERW,34.68,,ACW00011604
2012977,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,NECTOPSYCHE,NECTOPSYCHE,4011,9,1,37.9501320918071,-89.42697576,LargeStreams,Region_05,NRS18_IL_10019,2018,8/6/2018,1,BERW,39.68,Fair,USC00119275
2012978,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CORYNONEURA,CORYNONEURA,3620,1,1,38.8653133213452,-108.398139,RiversMajor,Region_08,NRS18_CO_10002,2018,7/20/2018,1,BETB,30.32,Poor,US1COME0094
2012979,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,ACTINOBDELLA,ACTINOBDELLA,3413,8,1,36.4294082090861,-90.75765669,RiversOther,Region_06,NRS18_AR_10024,2018,7/22/2018,1,BETB,35.73,Poor,US1ARRN0017
2012980,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,SERRATELLA,SERRATELLA,4272,,,39.6440598158494,-107.0192684,RiversOther,Region_08,NRS18_CO_11124,2018,7/22/2018,1,BETB,18.68,Poor,US1COEG0069
2012981,ARTHROPODA,INSECTA,PLECOPTERA,CAPNIIDAE,,CAPNIIDAE,3555,5,1,42.0191076074429,-70.97145746,SmallStreams,Region_01,NRS18_MA_10185,2018,7/22/2018,1,BERW,9.25,Poor,US1MAPL0022
2012982,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,HYDROPTILIDAE,3847,1,0,48.2217760594427,-105.121677,RiversOther,Region_08,NRS18_MT_10041,2018,7/26/2018,1,BERW,84.47,Good,USW00094060
2012983,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,DERO,DERO,3646,40,1,37.096309374856,-89.2934125,SmallStreams,Region_05,NRS18_IL_10026,2018,7/22/2018,1,BERW,2.08,Poor,USC00116383
2012984,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,NEOPERLA,NEOPERLA,4026,,,35.522036284218,-94.07139992,LargeStreams,Region_06,NRS18_AR_10489,2018,7/22/2018,1,BERW,14.32,Poor,USC00035072
2012985,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,NARPUS,NARPUS,4006,1,1,39.1639181087683,-107.8062132,LargeStreams,Region_08,NRS18_CO_10013,2018,7/18/2018,1,BERW,53.17,Good,US1COME0133
2012986,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLADOTANYTARSUS,CLADOTANYTARSUS,3594,2,1,39.8866702034677,-104.9310797,SmallStreams,Region_08,NRS18_CO_10016,2018,7/22/2018,1,BERW,13.92,Poor,US1COAD0119
2012987,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,OECETIS,OECETIS,4060,1,1,,,,Region_04,NRS18_SC_10008,,7/22/2018,2,BETB,20.9,,ACW00011604
2012988,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLADOPELMA,CLADOPELMA,3593,4,1,46.8241386473192,-102.5020916,SmallStreams,Region_08,NRS18_ND_10075,2018,7/23/2018,1,BERW,31.05,Poor,US1NDSK0004
2012989,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,PSYCHOGLYPHA,PSYCHOGLYPHA,4224,2,1,42.4612110293472,-111.9125695,SmallStreams,Region_10,NRS18_ID_10003,2018,7/23/2018,1,BERW,61.55,Good,USS0011G30S
2012990,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,LIMNOPHYES,LIMNOPHYES,3928,,,40.7620910383815,-111.1798205,SmallStreams,Region_08,NRS18_UT_10046,2018,7/23/2018,1,BERW,24.98,Poor,USS0011J53S
2012991,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PSEUDOCHIRONOMUS,PSEUDOCHIRONOMUS,4212,,,36.4341156285548,-90.34879978,LargeStreams,Region_06,NRS18_AR_10021,2018,7/23/2018,1,BERW,31.03,Poor,USC00235950
2012992,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,,,HAPLOTAXIDA,3783,,,39.549230864657,-105.1317434,LargeStreams,Region_08,NRS18_CO_10053,2018,7/23/2018,1,BERW,6.87,Poor,US1COJF0489
2012993,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARACHIRONOMUS,PARACHIRONOMUS,4099,,,36.0889325654715,-94.02749288,RiversMajor,Region_06,NRS18_AR_10027,2018,7/23/2018,1,BETB,53.55,Good,US1ARWS0014
2012994,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TRIBELOS,TRIBELOS,4379,1,1,32.6469600674004,-90.33467001,SmallStreams,Region_04,NRS18_MS_10003,2018,7/23/2018,1,BERW,39.45,Poor,USC00223069
2012995,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,CAECIDOTEA,CAECIDOTEA,3540,4,1,33.3718168515431,-88.99623441,LargeStreams,Region_04,NRS18_MS_10014,2018,7/22/2018,1,BERW,15.25,Poor,US1MSOK0010
2012999,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,PARAPOYNX,PARAPOYNX,5127,1,1,41.5065393790248,-71.71228802,LargeStreams,Region_01,NRS18_RI_10004,2018,7/23/2018,1,BETB,29.27,Poor,US1RIWS0099
2013000,ARTHROPODA,INSECTA,DIPTERA,PSYCHODIDAE,,PSYCHODIDAE,4223,2,1,39.0738347560132,-108.4197432,RiversMajor,Region_08,NRS18_CO_10071,2018,7/23/2018,1,BETB,71.1,Good,US1COME0153
2013001,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,PARALEPTOPHLEBIA,PARALEPTOPHLEBIA,4108,7,1,45.2628022214051,-118.3998338,LargeStreams,Region_10,NRS18_OR_10020,2018,7/23/2018,1,BERW,39.33,Fair,USC00354625
2013002,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,OECETIS,OECETIS,4060,1,1,37.691715302758,-97.77541382,SmallStreams,Region_07,NRS18_KS_10091,2018,7/23/2018,1,BERW,46.88,Good,USC00141467
2013003,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,DICROTENDIPES,3658,7,1,,,,Region_05,NRS18_IL_10001,,7/23/2018,2,BERW,37.28,,ACW00011604
2013006,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,1,1,42.4555564759163,-112.0018302,SmallStreams,Region_10,NRS18_ID_10245,2018,7/24/2018,1,BERW,76.72,Good,USS0011G30S
2013007,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYGROBATIDAE,HYGROBATES,HYGROBATES,3855,12,1,43.0384667962313,-90.25512316,LargeStreams,Region_05,NRS18_WI_10047,2018,7/24/2018,1,BERW,40.9,Good,US1WIIW0015
2013008,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,DUBIRAPHIA,3678,1,1,40.0513459686986,-99.76749823,RiversOther,Region_07,NRS18_NE_10038,2018,7/24/2018,1,BERW,21.7,Fair,US10furn004
2013009,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,,NAIDIDAE,4003,6,0,40.4141104660928,-104.9936989,SmallStreams,Region_08,NRS18_CO_10063,2018,7/24/2018,1,BERW,26.75,Fair,US1COLR1125
2013010,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,HEXATOMA,HEXATOMA,3817,,,33.6095935678906,-82.21193048,RiversOther,Region_04,NRS18_GA_10027,2018,7/24/2018,1,BERW,32.67,Fair,USC00385775
2013011,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYTARSUS,TANYTARSUS,4348,9,1,41.4006488524029,-71.73109982,RiversOther,Region_01,NRS18_RI_10009,2018,7/24/2018,1,BETB,7.7,Poor,US1RIWS0046
2013012,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,AXARUS,AXARUS,3498,1,1,31.5862324947383,-90.8103525,LargeStreams,Region_04,NRS18_MS_10009,2018,7/24/2018,1,BERW,50.32,Fair,USC00229072
2013013,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,MACROPELOPIA,MACROPELOPIA,3953,,,29.8685747484276,-98.18765891,LargeStreams,Region_06,NRS18_TX_10038,2018,7/24/2018,1,BETB,35.42,Fair,US1TXCML125
2013014,ARTHROPODA,INSECTA,DIPTERA,ATHERICIDAE,ATHERIX,ATHERIX,3487,7,1,43.5104731807612,-73.24101049,LargeStreams,Region_01,NRS18_VT_10184,2018,7/24/2018,1,BERW,53.48,Fair,US1VTRT0023
2013015,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,NANOCLADIUS,NANOCLADIUS,4005,2,1,39.2162191555295,-89.02055726,LargeStreams,Region_05,NRS18_IL_10004,2018,7/24/2018,1,BERW,24.25,Poor,USC00117126
2013016,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PHYSIDAE,PHYSA,PHYSA,4149,2,1,43.9668824350713,-98.98077838,RiversOther,Region_08,NRS18_SD_10023,2018,7/24/2018,1,BERW,28.1,Poor,USC00393217
2013017,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,,CAENIDAE,3541,2,0,35.6781747902362,-93.74408948,RiversOther,Region_06,NRS18_AR_10007,2018,7/24/2018,1,BERW,62.25,Good,USC00031574
2013018,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,,CHLOROPERLIDAE,3583,2,1,38.3213138960559,-119.6740704,LargeStreams,Region_09,NRS18_CA_10389,2018,7/24/2018,1,BERW,51.87,Good,USS0019L07S
2013019,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS,3526,7,1,43.2383677785134,-73.24959885,SmallStreams,Region_01,NRS18_VT_10008,2018,7/25/2018,1,BERW,65.37,Good,US1NYWS0011
2013020,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARALAUTERBORNIELLA,PARALAUTERBORNIELLA,4107,26,1,42.879947494531,-112.4731285,RiversOther,Region_10,NRS18_ID_10842,2018,7/25/2018,1,BERW,50.25,Fair,USC00107210
2013021,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CRICOTOPUS/ORTHOCLADIUS,3623,12,1,40.3972645428835,-99.77148662,LargeStreams,Region_07,NRS18_NE_10034,2018,7/25/2018,1,BERW,45.17,Good,US10gosp002
2013022,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PRODIAMESA,PRODIAMESA,4193,1,1,43.5329661357907,-90.62979488,SmallStreams,Region_05,NRS18_WI_10004,2018,7/25/2018,1,BERW,6.68,Poor,USC00474404
2013023,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,OECETIS,OECETIS,4060,,,46.5037026340889,-102.7530186,RiversMajor,Region_08,NRS18_ND_10019,2018,7/25/2018,1,BERW,31.7,Poor,USC00326315
2013024,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ZAVRELIMYIA,ZAVRELIMYIA,4433,3,1,42.1423504594639,-70.89254964,SmallStreams,Region_01,NRS18_MA_10007,2018,7/25/2018,1,BERW,2.58,Poor,USW00014790
2013025,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,DASYHELEA,DASYHELEA,3641,225,1,29.6508672205244,-100.0203813,RiversMajor,Region_06,NRS18_TX_10040,2018,7/25/2018,1,BERW,19.95,Poor,USC00411398
2013026,MOLLUSCA,GASTROPODA,,,,GASTROPODA,3745,243,0,33.5094652463431,-90.41456407,SmallStreams,Region_04,NRS18_MS_10012,2018,7/25/2018,1,BERW,0,Poor,USC00226009
2013027,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,LIMNODRILUS,LIMNODRILUS,3925,1,1,38.7136426958427,-109.0093362,RiversOther,Region_08,NRS18_CO_11278,2018,7/24/2018,1,BERW,25.18,Poor,USC00053246
2013028,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,GOMPHIDAE,3759,1,1,,,,Region_06,NRS18_AR_10002,,7/24/2018,2,BETB,23.9,,ACW00011604
2013029,MOLLUSCA,BIVALVIA,VENEROIDA,DREISSENIDAE,DREISSENA,DREISSENA,3674,1,1,,,,Region_06,NRS18_AR_10010,,7/24/2018,2,BETB,38.6,,ACW00011604
2013030,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,AMPHIPODA,3450,4,0,36.4593301670873,-89.46806283,RiversMajor,Region_07,NRS18_MO_10014,2018,7/25/2018,1,BETB,48.32,Fair,USC00409020
2013031,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,HAEMONAIS,HAEMONAIS,3777,,,33.8439193643123,-96.29824697,SmallStreams,Region_06,NRS18_OK_10019,2018,7/25/2018,1,BERW,53.92,Fair,USC00349841
2013032,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PLANORBIDAE,,PLANORBIDAE,4162,2,0,42.9547515013517,-72.53091136,SmallStreams,Region_01,NRS18_NH_10020,2018,7/25/2018,1,BETB,2.68,Poor,US1VTWH0025
2013033,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,18,1,39.0335309763428,-84.50062278,LargeStreams,Region_04,NRS18_KY_10026,2018,7/25/2018,1,BERW,22.32,Poor,US1KYCB0010
2013036,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,NAIDIDAE,DERO,DERO,3646,10,1,27.4121165975361,-81.14118759,LargeStreams,Region_04,NRS18_FL_10009,2018,7/25/2018,1,BETB,23.62,Poor,USC00081869
2013037,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,LYMNAEIDAE,,LYMNAEIDAE,3945,3,1,39.6386557249504,-102.1136539,LargeStreams,Region_08,NRS18_CO_10050,2018,7/25/2018,1,BERW,16.82,Poor,USC00050834
2013038,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOCHIRONOMUS,CRYPTOCHIRONOMUS,3625,1,1,36.4984059712326,-90.27924365,LargeStreams,Region_07,NRS18_MO_10013,2018,7/26/2018,1,BERW,30.55,Poor,USC00236970
2013039,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS,3582,9,1,46.458987527365,-102.6568372,RiversMajor,Region_08,NRS18_ND_10011,2018,7/26/2018,1,BERW,40.62,Poor,USC00327465
2013040,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,LIMNODRILUS,LIMNODRILUS,3925,1,1,40.3325741118461,-101.0525616,RiversOther,Region_07,NRS18_NE_10037,2018,7/26/2018,1,BERW,28.4,Fair,US10haye008
2013041,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,5,1,41.6314672721842,-71.44787904,SmallStreams,Region_01,NRS18_RI_10017,2018,7/26/2018,1,BERW,57.63,Good,US1RIWS0007
2013043,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,4,1,44.9014943201021,-118.4770429,LargeStreams,Region_10,NRS18_OR_10004,2018,7/25/2018,1,BERW,60.88,Good,USC00353430
2013044,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PAGASTIA,PAGASTIA,4088,,,44.8514580551858,-118.142916,SmallStreams,Region_10,NRS18_OR_10007,2018,7/26/2018,1,BERW,62.12,Good,USS0018E03S
2013045,MOLLUSCA,GASTROPODA,,,,GASTROPODA,3745,10,0,38.7353559044631,-108.1669674,RiversMajor,Region_08,NRS18_CO_11725,2018,7/25/2018,1,BETB,36.3,Poor,USC00052192
2013046,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,4,1,40.9628349536427,-89.28942601,LargeStreams,Region_05,NRS18_IL_10033,2018,7/26/2018,1,BERW,49.75,Good,USC00118797
2013047,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,GYRINUS,GYRINUS,3774,1,1,,,,Region_05,NRS18_MN_RF002,,7/26/2018,1,BETB,13.58,,ACW00011604
2013048,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,TRICORYTHODES,TRICORYTHODES,4384,21,1,,,,Region_05,NRS18_OH_10037,,7/26/2018,2,BETB,31.02,,ACW00011604
2013049,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,CAECIDOTEA,CAECIDOTEA,3540,17,1,,,,Region_03,NRS18_PA_10002,,7/24/2018,2,BETB,30.43,,ACW00011604
2013050,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,BRANCHIURA,BRANCHIURA,3532,2,1,,,,Region_03,NRS18_PA_10016,,7/25/2018,2,BETB,13.8,,ACW00011604
2013051,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2,1,29.4621369471899,-100.0014734,RiversMajor,Region_06,NRS18_TX_10039,2018,7/26/2018,1,BERW,66.1,Good,US1TXUV0016
2013052,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,CHIMARRA,CHIMARRA,3579,2,1,35.6248353605418,-93.72112066,SmallStreams,Region_06,NRS18_AR_10192,2018,7/27/2018,1,BERW,23.83,Poor,US1ARFR0006
2013053,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PARATENDIPES,PARATENDIPES,4121,18,1,39.9493704800852,-90.56089308,SmallStreams,Region_05,NRS18_IL_10015,2018,7/27/2018,1,BERW,5.12,Poor,USC00110497
2013054,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,1,1,42.9681722332306,-84.05173434,RiversOther,Region_05,NRS18_MI_10022,2018,7/27/2018,1,BERW,61.4,Good,USC00201818
2013055,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,CERATOPOGONINAE,3567,1,1,38.6961953346594,-104.7115425,RiversOther,Region_08,NRS18_CO_10021,2018,7/27/2018,1,BERW,27.27,Fair,US1COEP0212
2013056,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PENTANEURA,PENTANEURA,4134,,,39.5646374686745,-104.2890967,LargeStreams,Region_08,NRS18_CO_10033,2018,7/26/2018,1,BERW,11.2,Poor,US1COAR0224
2013057,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,1,1,41.7325038740293,-71.4937123,SmallStreams,Region_01,NRS18_RI_10192,2018,7/27/2018,1,BERW,0,Poor,US1RIKN0074
2013058,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,NANOCLADIUS,NANOCLADIUS,4005,1,1,33.5898619366445,-82.21196701,SmallStreams,Region_04,NRS18_GA_10022,2018,7/25/2018,1,BERW,27.67,Poor,US1GACU0029
2013059,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,GOMPHIDAE,3759,2,1,38.3501333083229,-104.6111431,RiversOther,Region_08,NRS18_CO_10070,2018,7/27/2018,1,BERW,12.72,Poor,US1COPU0117
2013060,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,OECETIS,OECETIS,4060,,,38.5696115479404,-106.9424621,RiversMajor,Region_08,NRS18_CO_10024,2018,7/26/2018,1,BETB,13.98,Poor,US1COGN0052
2013061,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,LIMNESIIDAE,LIMNESIA,LIMNESIA,3920,1,1,34.3114328025322,-82.78739283,RiversMajor,Region_04,NRS18_SC_10020,2018,7/29/2018,1,BETB,11.75,Poor,US1SCAN0016
2013062,PLATYHELMINTHES,TURBELLARIA,,,,TURBELLARIA,4393,1,1,36.1022952373425,-91.61969827,LargeStreams,Region_06,NRS18_AR_10034,2018,7/29/2018,1,BERW,54.3,Good,USC00032366
2013063,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,GOMPHIDAE,3759,,,42.6544775282784,-72.46514205,RiversMajor,Region_01,NRS18_MA_10006,2018,7/29/2018,1,BETB,8.7,Poor,US1MAFR0001
2013071,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,ANCYLIDAE,FERRISSIA,FERRISSIA,3735,6,1,44.9102851648039,-90.49366297,LargeStreams,Region_05,NRS18_WI_10007,2018,7/30/2018,1,BERW,31.2,Fair,USC00476358
2013072,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TRIBELOS,TRIBELOS,4379,60,1,41.5218167998318,-71.59217352,LargeStreams,Region_01,NRS18_RI_10008,2018,7/30/2018,1,BERW,35.65,Poor,US1RIWS0095
2013073,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHE,HYDROPSYCHE,3844,4,1,39.6718467031065,-85.00230457,LargeStreams,Region_05,NRS18_IN_10013,2018,7/30/2018,1,BERW,65.08,Good,USC00125049
2013074,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,OPHIOGOMPHUS,OPHIOGOMPHUS,4069,3,1,38.1432187627657,-104.6370915,LargeStreams,Region_08,NRS18_CO_10523,2018,7/29/2018,1,BERW,30,Fair,USC00056767
2013075,ARTHROPODA,INSECTA,DIPTERA,STRATIOMYIDAE,STRATIOMYS,STRATIOMYS,4319,2,1,36.051922957934,-90.32523631,SmallStreams,Region_07,NRS18_MO_10027,2018,7/30/2018,1,BERW,16.52,Poor,USC00231321
2013076,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,LEPTOPHLEBIIDAE,3904,3,1,37.1760795043494,-105.7310464,RiversMajor,Region_08,NRS18_CO_10011,2018,7/29/2018,1,BERW,43.28,Fair,US1COCS0010
2013077,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,XESTOCHIRONOMUS,XESTOCHIRONOMUS,4422,1,1,34.5078297086731,-81.51029334,RiversOther,Region_04,NRS18_SC_10781,2018,7/30/2018,1,BETB,15.72,Poor,USC00389218
2013078,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3542,3,1,39.4660277270724,-81.48058598,RiversOther,Region_05,NRS18_OH_10009,2018,7/30/2018,1,BETB,24.92,Poor,US1OHWS0014
2013079,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,STEMPELLINA,STEMPELLINA,4307,9,1,44.8639685574444,-71.54817245,RiversMajor,Region_01,NRS18_NH_10007,2018,7/30/2018,1,BETB,42.13,Fair,USC00271647
2013080,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,GOMPHIDAE,3759,1,1,38.0623777846736,-104.4110972,RiversOther,Region_08,NRS18_CO_10975,2018,7/30/2018,1,BERW,0,Poor,USC00051157
2013081,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,POLYPEDILUM,POLYPEDILUM,4178,2,1,44.3152156557795,-84.21130805,SmallStreams,Region_05,NRS18_MI_10005,2018,7/31/2018,1,BERW,44.95,Good,US1MIOG0002
2013082,ARTHROPODA,INSECTA,PLECOPTERA,PERLODIDAE,,PERLODIDAE,4141,2,1,,,,Region_01,NRS18_VT_10001,,7/31/2018,2,BERW,61.73,,ACW00011604
2013083,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS,3582,1,1,47.1678874332294,-102.6457542,LargeStreams,Region_08,NRS18_ND_10004,2018,7/31/2018,1,BERW,40.17,Poor,USC00323446
2013084,ANNELIDA,POLYCHAETA,SABELLIDA,SABELLIDAE,,SABELLIDAE,4259,2,1,43.3050722238198,-73.59358931,RiversMajor,Region_02,NRS18_NY_10038,2018,7/31/2018,1,BETB,21.27,Poor,USW00014750
2013085,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,PHYSIDAE,PHYSA,PHYSA,4149,4,1,40.7996551647927,-98.43775325,RiversOther,Region_07,NRS18_NE_10009,2018,7/31/2018,1,BETB,14.82,Poor,US10hall017
2013086,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,LEBERTIIDAE,LEBERTIA,LEBERTIA,3892,2,1,39.7146449004462,-85.18634092,SmallStreams,Region_05,NRS18_IN_10010,2018,7/31/2018,1,BERW,51.13,Good,US1INFY0003
2013087,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,LOPESCLADIUS,LOPESCLADIUS,3939,2,1,39.8543291326936,-82.95790904,RiversOther,Region_05,NRS18_OH_10032,2018,7/30/2018,1,BETB,45.75,Good,USC00331779
2013088,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,LEPTOPHLEBIIDAE,3904,11,1,37.0231192187461,-107.1671952,RiversMajor,Region_08,NRS18_CO_10046,2018,7/30/2018,1,BETB,61.97,Good,US1COAU0066
2013089,MOLLUSCA,BIVALVIA,VENEROIDA,PISIDIIDAE,,PISIDIIDAE,4158,4,1,34.3298847533045,-80.69510871,RiversMajor,Region_04,NRS18_SC_10012,2018,7/31/2018,1,BETB,18.35,Poor,USC00388979
2013090,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,POTAMYIA,POTAMYIA,4186,1,1,36.6087019256978,-89.30583201,RiversMajor,Region_07,NRS18_MO_10009,2018,7/31/2018,1,BETB,20.08,Poor,USC00153816
2013091,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,GLYPTOTENDIPES,GLYPTOTENDIPES,3756,4,1,33.8636235341702,-97.00595407,RiversMajor,Region_06,NRS18_OK_10007,2018,7/31/2018,1,BETB,8.15,Poor,US1TXGA0015
