UID,PHYLUM,CLASS,ORDER,FAMILY,GENUS,TARGET_TAXON,TAXA_ID,TOTAL300,IS_DISTINCT300,LAT_DD83,LON_DD83,STRAH_CAT,EPA_REG,SITE_ID,YEAR,DATE_COL,VISIT_NO,SAMPLE_TYPE,MMI_BENT,BENT_MMI_COND
1002678,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,ACRONEURIA,ACRONEURIA,3412,,,41.68358,-79.3751,RiversMajor,Region_3,PARM-1008,2013,8/7/2013,1,BETB,72.77,Good
1002679,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,,,,,MNRF-0008,2013,,1,BERW,,
1002684,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3542,63.0,1.0,44.07423,-105.2546,RiversOther,Region_8,WYRO-1036,2013,8/9/2013,1,BERW,29.85,Poor
1002685,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,CERATOPOGONIDAE,3566,1.0,1.0,37.25037,-87.24123,SmallStreams,Region_4,KYS9-0925,2013,8/9/2013,1,BERW,9.67,Poor
1002686,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,16.0,1.0,,,,,KYRF-0002,2013,,1,BERW,,
1002687,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,43.14662,-112.4308,RiversOther,Region_10,IDRO-1031,2013,8/9/2013,1,BERW,56.78,Fair
1002688,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,3476,4.0,1.0,39.78573,-110.1786,LargeStreams,Region_8,UTLS-1058,2013,8/8/2013,1,BERW,28.4,Poor
1002689,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,36.0,1.0,31.93453,-95.43336,RiversMajor,Region_6,TXR9-0914,2013,8/8/2013,1,BERW,50.38,Fair
1002690,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,42.79641,-75.86431,LargeStreams,Region_2,NYLS-1121,2013,8/11/2013,1,BERW,49.45,Fair
1002691,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,35.458,-77.675,RiversOther,Region_4,NCR9-0905,2013,8/9/2013,1,BETB,16.62,Poor
1002692,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,38.0,1.0,35.43982,-78.02565,LargeStreams,Region_4,NCLS-1038,2013,8/8/2013,1,BETB,43.28,Fair
1002693,ARTHROPODA,INSECTA,PLECOPTERA,CAPNIIDAE,,CAPNIIDAE,3555,1.0,1.0,37.20463,-83.52786,SmallStreams,Region_4,KYS9-0920,2013,8/11/2013,1,BERW,17.63,Poor
1002694,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,44.74978,-104.9555,LargeStreams,Region_8,WYS9-0935,2013,8/11/2013,1,BERW,39.65,Poor
1002695,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,,,43.61997,-111.6627,RiversMajor,Region_10,IDRM-1023,2013,8/10/2013,1,BETB,53.05,Fair
1002696,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,BAETIDAE,3500,4.0,0.0,44.40736,-111.584,RiversOther,Region_10,IDRO-1029,2013,8/11/2013,1,BERW,51.38,Fair
1002697,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,3578,2.0,1.0,40.19518,-96.22861,LargeStreams,Region_7,NELS-1073,2013,8/12/2013,1,BERW,40.28,Fair
1002698,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,6.0,1.0,,,,,NCRF-0004,2013,,1,BERW,,
1002699,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,2.0,1.0,45.56444,-123.5731,LargeStreams,Region_10,ORLS-1093,2013,8/12/2013,1,BERW,67.3,Good
1002700,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,43.13767,-76.29551,RiversOther,Region_2,NYR9-0910,2013,8/12/2013,1,BETB,15.18,Poor
1002701,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,KYRF-0001,2013,,1,BERW,,
1002702,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,34.27513,-97.19231,LargeStreams,Region_6,OKS9-0937,2013,8/12/2013,1,BERW,39.75,Good
1002703,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,33.61703373,-93.86000774,RiversMajor,Region_6,ARR9-0908,2013,8/12/2013,1,BETB,32.67,Poor
1002704,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,34.19471,-95.84755,RiversOther,Region_6,OKRO-1086,2013,8/12/2013,1,BETB,52.18,Fair
1002705,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,43.01416,-114.2107,RiversOther,Region_10,IDRO-1036,2013,8/12/2013,1,BERW,48.27,Fair
1002706,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,ARRENURIDAE,ARRENURUS,ARRENURUS,3481,7.0,1.0,,,,,DER9-0903,2013,,2,BETB,,
1002707,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,39.90521375,-121.0465597,SmallStreams,Region_9,CAS9-0918,2013,8/12/2013,1,BERW,71.23,Good
1002709,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,CERATOPOGONINAE,3567,10.0,1.0,36.68126,-84.70198,SmallStreams,Region_4,KYSS-1077,2013,8/13/2013,1,BERW,3.87,Poor
1002710,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,2.0,1.0,42.90824,-75.4783,SmallStreams,Region_2,NYS9-0931,2013,8/13/2013,1,BERW,47.37,Fair
1002711,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,CRANGONYX,CRANGONYX,3622,1.0,1.0,36.48171,-77.65994,RiversOther,Region_4,NCR9-0901,2013,8/12/2013,1,BETB,1.97,Poor
1002712,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,ILR9-0902,2013,,2,BERW,,
1002713,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,33.99517,-93.38717,LargeStreams,Region_6,ARLS-1046,2013,8/13/2013,1,BERW,64.97,Good
1002714,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,28.8784,-96.28717,LargeStreams,Region_6,TXS9-0934,2013,8/13/2013,1,BERW,39.72,Poor
1002715,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,3476,2.0,1.0,33.87907,-95.91292,RiversMajor,Region_6,OKRM-1004,2013,8/13/2013,1,BETB,50.28,Fair
1002716,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,34.75613,-96.38302,LargeStreams,Region_6,OKLS-1182,2013,8/13/2013,1,BERW,13.12,Poor
1002717,ARTHROPODA,INSECTA,EPHEMEROPTERA,POTAMANTHIDAE,ANTHOPOTAMUS,ANTHOPOTAMUS,3463,2.0,1.0,44.94299,-95.77757,RiversMajor,Region_5,MNR9-0918,2013,8/13/2013,1,BETB,49.92,Good
1002718,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,6.0,1.0,44.29199,-94.42179,RiversMajor,Region_5,MNRM-1011,2013,8/12/2013,1,BETB,29.9,Fair
1002719,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,ANCYLIDAE,,ANCYLIDAE,3458,,,43.91048,-85.82958,LargeStreams,Region_5,MILS-1058,2013,8/13/2013,1,BERW,54.65,Good
1002720,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,CALLIBAETIS,CALLIBAETIS,3544,2.0,1.0,43.07013,-98.8004,SmallStreams,Region_8,SDS9-0939,2013,8/13/2013,1,BERW,23.4,Poor
1002721,ARTHROPODA,INSECTA,TRICHOPTERA,APATANIIDAE,APATANIA,APATANIA,3466,1.0,1.0,43.91462,-72.45775,SmallStreams,Region_1,VTRS-1002,2013,8/14/2013,1,BERW,73.33,Good
1002722,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,AMPHIPODA,3450,2.0,1.0,38.64932,-75.58961,RiversOther,Region_3,DERO-1005,2013,8/13/2013,1,BETB,14.38,Poor
1002724,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,44.79838,-122.4811,LargeStreams,Region_10,ORLS-1097,2013,8/14/2013,1,BERW,66.05,Good
1002725,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,43.16468,-76.25831,RiversOther,Region_2,NYRO-1058,2013,8/14/2013,1,BETB,18.02,Poor
1002726,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,55.0,1.0,,,,,WIS9-0927,2013,,2,BERW,,
1002727,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,44.94887,-91.12384,LargeStreams,Region_5,WILS-1090,2013,8/13/2013,1,BERW,52.85,Good
1002728,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3542,2.0,1.0,37.29618,-83.06281,SmallStreams,Region_4,KYS9-0923,2013,8/14/2013,1,BERW,7.67,Poor
1002729,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,1.0,1.0,44.01722,-85.75155,SmallStreams,Region_5,MISS-1134,2013,8/14/2013,1,BERW,28.12,Fair
1002730,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,,,,,ARS9-0944,2013,,2,BERW,,
1002732,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,1.0,1.0,,,,,NES9-0921,2013,,2,BERW,,
1002733,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,1.0,1.0,,,,,VARF-0005,2013,,1,BERW,,
1002739,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,45.56153,-107.4351,RiversOther,Region_8,MTRO-1062,2013,8/14/2013,1,BETB,98.3,Good
1002740,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,28.89089,-97.13556,RiversMajor,Region_6,TXRM-1010,2013,8/14/2013,1,BETB,31.45,Poor
1002741,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3542,13.0,1.0,44.66968,-94.45606,LargeStreams,Region_5,MNLS-1094,2013,8/14/2013,1,BERW,3.97,Poor
1002742,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,43.12556,-75.58383,SmallStreams,Region_2,NYSS-1238,2013,8/15/2013,1,BERW,18.8,Poor
1002743,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,4.0,1.0,44.21852,-72.26004,SmallStreams,Region_1,VTRS-1003,2013,8/15/2013,1,BERW,60.85,Good
1002744,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,,,47.09155,-120.5538,SmallStreams,Region_10,WASS-1145,2013,8/14/2013,1,BERW,72.72,Good
1002745,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,ILRF-0002,2013,,1,BERW,,
1002746,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,37.5641,-82.45177,LargeStreams,Region_4,KYLS-1054,2013,8/15/2013,1,BETB,4.53,Poor
1002747,ARTHROPODA,INSECTA,TRICHOPTERA,GLOSSOSOMATIDAE,AGAPETUS,AGAPETUS,3421,1.0,1.0,40.07704424,-121.5625018,LargeStreams,Region_9,CAS9-0927,2013,8/13/2013,1,BERW,68.78,Good
1002748,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,10.0,1.0,,,,,CAS9-0916,2013,,2,BERW,,
1002749,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,4.0,1.0,44.85127,-93.98283,RiversOther,Region_5,MNR9-0910,2013,8/15/2013,1,BERW,33.0,Fair
1002750,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,2.0,1.0,,,,,ORS9-0932,2013,,2,BERW,,
1002751,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,43.68735,-71.61899,SmallStreams,Region_1,NHSS-1068,2013,8/15/2013,1,BERW,50.1,Fair
1002752,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,16.0,1.0,37.04282,-84.04663,LargeStreams,Region_4,KYLS-1053,2013,8/16/2013,1,BERW,21.43,Poor
1002753,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,9.0,1.0,42.76741,-77.83879,RiversOther,Region_2,NYRO-1057,2013,8/18/2013,1,BETB,62.52,Good
1002754,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS,3582,7.0,1.0,36.76687,-89.08165,SmallStreams,Region_4,KYSS-1078,2013,8/18/2013,1,BERW,35.85,Poor
1002755,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,10.0,1.0,39.19811,-75.57552,SmallStreams,Region_3,DESS-1090,2013,8/19/2013,1,BERW,33.83,Poor
1002756,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,43.24839,-78.23876,SmallStreams,Region_2,NYSS-1237,2013,8/19/2013,1,BERW,35.08,Poor
1002757,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,AMPHIPODA,3450,1.0,0.0,41.38492,-75.80537,RiversMajor,Region_3,PARM-1006,2013,8/19/2013,1,BETB,69.47,Good
1002758,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,38.82073,-84.70514,SmallStreams,Region_4,KYS9-0926,2013,8/19/2013,1,BERW,11.98,Poor
1002759,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,CHIRONOMIDAE,3581,1.0,0.0,39.46603,-81.48059,RiversOther,Region_5,OHR9-0905,2013,8/19/2013,1,BETB,0.0,Poor
1002760,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,MTS9-0923,2013,,2,BERW,,
1002761,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,1.0,1.0,46.71457,-87.84176,LargeStreams,Region_5,MILS-1060,2013,8/19/2013,1,BERW,64.12,Good
1002762,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,3476,1.0,1.0,,,,,OKS9-0932,2013,,2,BERW,,
1002763,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,1.0,1.0,39.55417,-99.74415,LargeStreams,Region_7,KSS9-0938,2013,8/19/2013,1,BERW,18.77,Poor
1002764,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,BOYERIA,BOYERIA,3524,1.0,1.0,,,,,IAS9-0918,2013,,2,BERW,,
1002765,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,43.24112,-99.18716,LargeStreams,Region_8,SDS9-0937,2013,8/19/2013,1,BERW,45.17,Fair
1002766,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,AGABUS,AGABUS,3420,2.0,1.0,46.78712,-88.7409,SmallStreams,Region_5,MIS9-0937,2013,8/20/2013,1,BERW,46.77,Good
1002767,ARTHROPODA,INSECTA,EPHEMEROPTERA,POTAMANTHIDAE,ANTHOPOTAMUS,ANTHOPOTAMUS,3463,1.0,1.0,40.26612,-81.87411,RiversOther,Region_5,OHR9-0902,2013,8/20/2013,1,BETB,27.52,Poor
1002768,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,42.97868,-77.5953,LargeStreams,Region_2,NYLS-1118,2013,8/20/2013,1,BERW,63.05,Good
1002769,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,,,,,MORF-0007,2013,,1,BETB,,
1002770,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYGROBATIDAE,ATRACTIDES,ATRACTIDES,3490,1.0,1.0,45.9935,-110.7353,LargeStreams,Region_8,MTS9-0944,2013,8/20/2013,1,BERW,64.12,Good
1002771,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,44.24285,-93.62669,LargeStreams,Region_5,MNLS-1097,2013,8/19/2013,1,BERW,23.38,Fair
1002772,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,7.0,1.0,,,,,MNS9-0927,2013,,2,BERW,,
1002773,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,3476,2.0,1.0,39.89553,-98.19393,LargeStreams,Region_7,KSRS-1338,2013,8/20/2013,1,BERW,34.53,Fair
1002774,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,ARRENURIDAE,ARRENURUS,ARRENURUS,3481,1.0,1.0,33.78372,-96.17145,RiversMajor,Region_6,OKRM-1001,2013,8/20/2013,1,BETB,49.3,Fair
1002775,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,2.0,1.0,43.61499,-122.7665,SmallStreams,Region_10,ORS9-0933,2013,8/20/2013,1,BERW,79.63,Good
1002776,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,44.68489,-98.29677,SmallStreams,Region_8,SDSS-1186,2013,8/20/2013,1,BERW,15.15,Poor
1002777,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ARGIA,ARGIA,3476,10.0,1.0,30.83924,-96.72312,RiversOther,Region_6,TXRO-1074,2013,8/20/2013,1,BETB,65.18,Good
1002778,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIS,BAETIS,3501,4.0,1.0,43.92827,-89.90295,LargeStreams,Region_5,WILS-1087,2013,8/19/2013,1,BERW,22.0,Poor
1002779,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,ATRICHOPOGON,ATRICHOPOGON,3491,1.0,1.0,44.219,-90.21632,SmallStreams,Region_5,WIS9-0924,2013,8/20/2013,1,BERW,2.28,Poor
1002781,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,5.0,1.0,42.75674,-72.46335,SmallStreams,Region_1,NHSS-1067,2013,8/20/2013,1,BERW,58.52,Good
1002782,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,MORF-0003,2013,,1,BETB,,
1002783,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,5.0,1.0,39.20764401,-75.74852691,LargeStreams,Region_3,DES9-0908,2013,8/21/2013,1,BERW,42.0,Fair
1002784,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,AMPHIPODA,3450,1.0,1.0,42.85984,-77.84331,RiversOther,Region_2,NYR9-0915,2013,8/21/2013,1,BETB,10.37,Poor
1002785,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,3.0,1.0,42.54689,-109.1164,SmallStreams,Region_8,WYS9-0932,2013,8/21/2013,1,BERW,47.83,Fair
1002786,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,1.0,1.0,42.50246,-108.2566,RiversOther,Region_8,WYRO-1038,2013,8/20/2013,1,BERW,43.7,Fair
1002787,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,2.0,1.0,46.13171,-121.5873,LargeStreams,Region_10,WAS9-0915,2013,8/20/2013,1,BERW,34.93,Poor
1002788,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,41.92258,-77.12923,RiversOther,Region_3,PAR9-0903,2013,8/21/2013,1,BERW,29.57,Poor
1002789,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,,,,,OKRF-0001,2013,,1,BERW,,
1002790,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,46.05777,-87.24736,SmallStreams,Region_5,MIS9-0932,2013,8/21/2013,1,BERW,27.5,Fair
1002791,ARTHROPODA,MALACOSTRACA,AMPHIPODA,,,AMPHIPODA,3450,5.0,0.0,40.58128,-81.39514,RiversOther,Region_5,OHR9-0903,2013,8/21/2013,1,BETB,36.92,Fair
1002792,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,2.0,1.0,44.38713,-114.2643,RiversMajor,Region_10,IDRM-1013,2013,8/21/2013,1,BETB,60.67,Good
1002793,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,42.85641,-123.1434,SmallStreams,Region_10,ORSS-1168,2013,8/21/2013,1,BERW,62.1,Good
1002794,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,7.0,1.0,39.28797,-97.41126,SmallStreams,Region_7,KSS9-0936,2013,8/21/2013,1,BERW,29.47,Fair
1002795,ARTHROPODA,INSECTA,TRICHOPTERA,GLOSSOSOMATIDAE,AGAPETUS,AGAPETUS,3421,,,46.32795,-110.6049,SmallStreams,Region_8,MTS9-0946,2013,8/21/2013,1,BERW,93.67,Good
1002796,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,42.72299,-88.31107,LargeStreams,Region_5,WILS-1088,2013,8/21/2013,1,BERW,71.92,Good
1002801,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,8.0,1.0,31.12623,-96.24693,LargeStreams,Region_6,TXLS-1123,2013,8/21/2013,1,BERW,48.28,Fair
1002829,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,45.00144,-98.63766,RiversOther,Region_8,SDR9-0904,2013,8/21/2013,1,BERW,24.0,Poor
1002836,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,,,,,CTS9-0916,2013,,2,BERW,,
1002837,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,,,36.11488648,-91.96699076,SmallStreams,Region_6,ARS9-0949,2013,8/22/2013,1,BERW,34.63,Fair
1002838,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,8.0,1.0,35.51270345,-91.61686914,SmallStreams,Region_6,ARS9-0950,2013,8/21/2013,1,BERW,7.95,Poor
1002840,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,2.0,1.0,,,,,MORF-0008,2013,,1,BETB,,
1002841,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,ATURIDAE,,ATURIDAE,3494,,,46.07532,-110.0509,SmallStreams,Region_8,MTSS-1292,2013,8/22/2013,1,BERW,78.77,Good
1002842,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,ACRONEURIA,ACRONEURIA,3412,1.0,1.0,41.45998,-77.5098,RiversOther,Region_3,PARO-1050,2013,8/22/2013,1,BERW,58.18,Good
1002843,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACENTRELLA,ACENTRELLA,3407,3.0,1.0,44.42427139,-114.2349763,RiversMajor,Region_10,IDR9-0913,2013,8/22/2013,1,BETB,66.03,Good
1002844,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ACERPENNA,ACERPENNA,3408,1.0,1.0,42.67849,-77.70648,SmallStreams,Region_2,NYS9-0927,2013,8/22/2013,1,BERW,26.25,Poor
1002845,ARTHROPODA,INSECTA,COLEOPTERA,PSEPHENIDAE,ACNEUS,ACNEUS,3410,,,43.841,-122.8208,SmallStreams,Region_10,ORSS-1173,2013,8/19/2013,1,BERW,73.98,Good
1002846,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ABLABESMYIA,ABLABESMYIA,3406,1.0,1.0,45.84948,-87.11052,SmallStreams,Region_5,MISS-1137,2013,8/22/2013,1,BERW,51.8,Good
1002847,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,AULODRILUS,AULODRILUS,3496,1.0,1.0,,,,,KYR9-0905,2013,,2,BETB,,
1002854,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETUS,AMELETUS,3439,3.0,1.0,38.27112925,-119.3316508,SmallStreams,Region_9,CAS9-0919,2013,8/22/2013,1,BERW,56.37,Fair
