PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,SITETYPE,INDEX_VISIT,SITESAMP,AG_ECO9,SAMPLE_TYPE,METRIC_TAXA_ROOT,COMP_PT,DIVS_PT,FEED_PT,HABT_PT,RICH_PT,TOLR_PT,MMI_BENT,BENT_MMI_COND
6/12/2023,2013008,NRS_NE-10167,NRS18_NE_10038,7/24/2018,1,NE,PROB,,Y,SPL,BERW,WSA,1.07,6.3,4.29,0.03,1.33,0,21.7,Fair
6/12/2023,2013009,NRS_CO-10349,NRS18_CO_10063,7/24/2018,1,CO,PROB,,Y,SPL,BERW,WSA,1.16,3.32,2.86,3.95,3.33,1.43,26.75,Fair
6/12/2023,2013010,NRS_GA-10157,NRS18_GA_10027,7/24/2018,1,GA,PROB,,Y,SAP,BERW,WSA,7.25,4.82,0,1.29,3,3.24,32.67,Fair
6/12/2023,2013011,NRS_RI-10047,NRS18_RI_10009,7/24/2018,1,RI,PROB,,Y,NAP,BETB,WSA,0,2.4,2.22,0,0,0,7.7,Poor
6/12/2023,2013012,NRS_MS-10133,NRS18_MS_10009,7/24/2018,1,MS,PROB,,Y,CPL,BERW,WSA,8.94,8.05,2.5,1.84,2.5,6.36,50.32,Fair
6/12/2023,2013013,NRS_TX-10288,NRS18_TX_10038,7/24/2018,1,TX,PROB,,Y,SPL,BETB,WSA,2.5,4.98,4.29,3.95,2.67,2.86,35.42,Fair
6/12/2023,2013014,NRS_VT-10149,NRS18_VT_10184,7/24/2018,1,VT,PROB,,Y,NAP,BERW,WSA,5.99,8.39,2.22,2.86,7.14,5.49,53.48,Fair
6/12/2023,2013015,NRS_IL-10047,NRS18_IL_10004,7/24/2018,1,IL,PROB,,Y,TPL,BERW,WSA,0.23,6.48,1.25,1.76,1,3.83,24.25,Poor
6/12/2023,2013016,NRS_SD-10411,NRS18_SD_10023,7/24/2018,1,SD,PROB,,Y,NPL,BERW,WSA,1.57,6.5,2,4.53,1.43,0.83,28.1,Poor
6/12/2023,2013017,NRS_AR-10063,NRS18_AR_10007,7/24/2018,1,AR,PROB,,Y,SAP,BERW,WSA,7.08,9.06,6.67,5.69,8,0.85,62.25,Good
6/12/2023,2013018,NRS_CA-11343,NRS18_CA_10389,7/24/2018,1,CA,PROB,,Y,WMT,BERW,WSA,6.75,1.45,5.71,4.33,5.88,7,51.87,Good
6/12/2023,2013019,NRS_VT-10135,NRS18_VT_10008,7/25/2018,1,VT,PROB,,Y,NAP,BERW,WSA,6.34,6.27,6.67,5.44,7.14,7.36,65.37,Good
6/12/2023,2013020,NRS_ID-10484,NRS18_ID_10842,7/25/2018,1,ID,PROB,,Y,XER,BERW,WSA,8.78,7.87,4.29,4.21,3.53,1.47,50.25,Fair
6/12/2023,2013021,NRS_NE-10163,NRS18_NE_10034,7/25/2018,1,NE,PROB,,Y,SPL,BERW,WSA,1.84,7.11,5.71,6.25,3.33,2.86,45.17,Good
6/12/2023,2013022,NRS_WI-10068,NRS18_WI_10004,7/25/2018,1,WI,PROB,,Y,UMW,BERW,WSA,1.61,0,0,1.08,0,1.32,6.68,Poor
6/12/2023,2013023,NRS_ND-10369,NRS18_ND_10019,7/25/2018,1,ND,PROB,,Y,NPL,BERW,WSA,2.26,6.24,2,2.33,2.86,3.33,31.7,Poor
6/12/2023,2013024,NRS_MA-10086,NRS18_MA_10007,7/25/2018,1,MA,PROB,,Y,NAP,BERW,WSA,0,0,0,0,0,1.55,2.58,Poor
6/12/2023,2013025,NRS_TX-10290,NRS18_TX_10040,7/25/2018,1,TX,PROB,,Y,SPL,BERW,WSA,0.41,0,1.43,9.46,0.67,0,19.95,Poor
6/12/2023,2013026,NRS_MS-10146,NRS18_MS_10012,7/25/2018,1,MS,PROB,,Y,CPL,BERW,WSA,0,0,0,0,0,0,0,Poor
6/12/2023,2013027,NRS_CO-10492,NRS18_CO_11278,7/24/2018,1,CO,PROB,,Y,XER,BERW,WSA,0,3.69,1.43,4.99,2.94,2.06,25.18,Poor
6/12/2023,2013028,NRS_AR-10057,NRS18_AR_10002,7/24/2018,2,AR,PROB,,Y,CPL,BETB,WSA,0,2.01,1.25,2.64,0,8.44,23.9,Poor
6/12/2023,2013029,NRS_AR-10207,NRS18_AR_10010,7/24/2018,2,AR,PROB,,Y,CPL,BETB,WSA,9.67,0,1.25,3.2,1.88,7.16,38.6,Poor
6/12/2023,2013030,NRS_MO-10102,NRS18_MO_10014,7/25/2018,1,MO,PROB,,Y,CPL,BETB,WSA,7.11,0,1.25,10,1.88,8.75,48.32,Fair
6/12/2023,2013031,NRS_OK-10177,NRS18_OK_10019,7/25/2018,1,OK,PROB,,Y,CPL,BERW,WSA,7.61,6.92,5,4.48,5,3.34,53.92,Fair
6/12/2023,2013032,NRS_NH-10131,NRS18_NH_10020,7/25/2018,1,NH,PROB,,Y,NAP,BETB,WSA,0,0.5,1.11,0,0,0,2.68,Poor
6/12/2023,2013033,NRS_KY-10104,NRS18_KY_10026,7/25/2018,1,KY,PROB,,Y,SAP,BERW,WSA,2.6,4.82,0,4.97,1,0,22.32,Poor
6/12/2023,2013036,NRS_FL-10118,NRS18_FL_10009,7/25/2018,1,FL,PROB,,Y,CPL,BETB,WSA,3.59,1.83,2.5,0,0.62,5.63,23.62,Poor
6/12/2023,2013037,NRS_CO-10273,NRS18_CO_10050,7/25/2018,1,CO,PROB,,Y,SPL,BERW,WSA,0.8,5.02,1.43,2.84,0,0,16.82,Poor
6/12/2023,2013038,NRS_MO-10092,NRS18_MO_10013,7/26/2018,1,MO,PROB,,Y,CPL,BERW,WSA,9.43,1.6,2.5,0.17,1.25,3.38,30.55,Poor
6/12/2023,2013039,NRS_ND-10365,NRS18_ND_10011,7/26/2018,1,ND,PROB,,Y,NPL,BERW,WSA,1.64,9.39,2,4.31,2.86,4.17,40.62,Poor
6/12/2023,2013040,NRS_NE-10166,NRS18_NE_10037,7/26/2018,1,NE,PROB,,Y,SPL,BERW,WSA,2.91,5.45,1.43,1.82,4,1.43,28.4,Fair
6/12/2023,2013041,NRS_RI-10070,NRS18_RI_10017,7/26/2018,1,RI,PROB,,Y,NAP,BERW,WSA,3.43,8.93,7.78,3.72,4.76,5.96,57.63,Good
6/12/2023,2013043,NRS_OR-10509,NRS18_OR_10004,7/25/2018,1,OR,PROB,,Y,WMT,BERW,WSA,6.18,5.89,7.14,6.99,6.47,3.86,60.88,Good
6/12/2023,2013044,NRS_OR-10516,NRS18_OR_10007,7/26/2018,1,OR,PROB,,Y,WMT,BERW,WSA,5.91,8.65,5.71,4.16,6.47,6.37,62.12,Good
6/12/2023,2013045,NRS_CO-10498,NRS18_CO_11725,7/25/2018,1,CO,PROB,,Y,XER,BETB,WSA,6.43,4.72,5.71,3.16,1.76,0,36.3,Poor
6/12/2023,2013046,NRS_IL-10127,NRS18_IL_10033,7/26/2018,1,IL,PROB,,Y,TPL,BERW,WSA,1.8,6.02,5,5.29,6,5.74,49.75,Good
6/12/2023,2013047,NRS_MN-10233,NRS18_MN_RF002,7/26/2018,1,MN,HAND,,Y,UMW,BETB,WSA,3.65,0.32,0,0,1.11,3.07,13.58,Poor
6/12/2023,2013048,NRS_OH-10040,NRS18_OH_10037,7/26/2018,2,OH,PROB,,Y,SAP,BETB,WSA,5.21,5.04,3.33,0,4,1.03,31.02,Fair
6/12/2023,2013049,NRS_PA-10043,NRS18_PA_10002,7/24/2018,2,PA,PROB,,Y,NAP,BETB,WSA,1.85,9.06,4.44,0.72,1.9,0.29,30.43,Poor
6/12/2023,2013050,NRS_PA-10086,NRS18_PA_10016,7/25/2018,2,PA,PROB,,Y,SAP,BETB,WSA,3.61,0.94,3.33,0.4,0,0,13.8,Poor
6/12/2023,2013051,NRS_TX-10289,NRS18_TX_10039,7/26/2018,1,TX,PROB,,Y,SPL,BERW,WSA,3.88,9.1,7.14,9.25,6,4.29,66.1,Good
6/12/2023,2013052,NRS_AR-10240,NRS18_AR_10192,7/27/2018,1,AR,PROB,,Y,SAP,BERW,WSA,4.86,0,0,1.94,1.5,6,23.83,Poor
6/12/2023,2013053,NRS_IL-10102,NRS18_IL_10015,7/27/2018,1,IL,PROB,,Y,TPL,BERW,WSA,0,1.82,1.25,0,0,0,5.12,Poor
6/12/2023,2013054,NRS_MI-10109,NRS18_MI_10022,7/27/2018,1,MI,PROB,,Y,UMW,BERW,WSA,5.06,4.32,2.86,8.42,10,6.18,61.4,Good
6/12/2023,2013055,NRS_CO-10333,NRS18_CO_10021,7/27/2018,1,CO,PROB,,Y,SPL,BERW,WSA,3.23,3.41,0,8.39,1.33,0,27.27,Fair
6/12/2023,2013056,NRS_CO-10369,NRS18_CO_10033,7/26/2018,1,CO,PROB,,Y,SPL,BERW,WSA,0,2.61,1.43,2.68,0,0,11.2,Poor
6/12/2023,2013057,NRS_RI-10083,NRS18_RI_10192,7/27/2018,1,RI,PROB,,Y,NAP,BERW,WSA,0,0,0,0,0,0,0,Poor
6/12/2023,2013058,NRS_GA-10152,NRS18_GA_10022,7/25/2018,1,GA,PROB,,Y,SAP,BERW,WSA,1.98,5.68,1.11,2.32,1.5,4.01,27.67,Poor
6/12/2023,2013059,NRS_CO-10336,NRS18_CO_10070,7/27/2018,1,CO,PROB,,Y,SPL,BERW,WSA,1.6,5.36,0,0,0.67,0,12.72,Poor
6/12/2023,2013060,NRS_CO-10326,NRS18_CO_10024,7/26/2018,1,CO,PROB,,Y,WMT,BETB,WSA,1.03,0,2.86,4.5,0,0,13.98,Poor
6/12/2023,2013061,NRS_SC-10086,NRS18_SC_10020,7/29/2018,1,SC,PROB,,Y,SAP,BETB,WSA,0,7.05,0,0,0,0,11.75,Poor
6/12/2023,2013062,NRS_AR-10206,NRS18_AR_10034,7/29/2018,1,AR,PROB,,Y,SAP,BERW,WSA,6.91,6.4,5.56,3.87,5.5,4.34,54.3,Good
6/12/2023,2013063,NRS_MA-10078,NRS18_MA_10006,7/29/2018,1,MA,PROB,,Y,NAP,BETB,WSA,0,1.89,3.33,0,0,0,8.7,Poor
6/12/2023,2013071,NRS_WI-10088,NRS18_WI_10007,7/30/2018,1,WI,PROB,,Y,UMW,BERW,WSA,4.41,5.03,0,2.22,2.78,4.28,31.2,Fair
6/12/2023,2013072,NRS_RI-10039,NRS18_RI_10008,7/30/2018,1,RI,PROB,,Y,NAP,BERW,WSA,2.51,5.19,5.56,0.67,3.81,3.65,35.65,Poor
6/12/2023,2013073,NRS_IN-10057,NRS18_IN_10013,7/30/2018,1,IN,PROB,,Y,TPL,BERW,WSA,5.02,6.99,6.25,8.24,5,7.55,65.08,Good
6/12/2023,2013074,NRS_CO-10476,NRS18_CO_10523,7/29/2018,1,CO,PROB,,Y,SPL,BERW,WSA,10,2.61,0,1.96,2,1.43,30,Fair
6/12/2023,2013075,NRS_MO-10139,NRS18_MO_10027,7/30/2018,1,MO,PROB,,Y,CPL,BERW,WSA,3.37,5.92,0,0,0.62,0,16.52,Poor
6/12/2023,2013076,NRS_CO-10232,NRS18_CO_10011,7/29/2018,1,CO,PROB,,Y,XER,BERW,WSA,7.48,5.04,4.29,3.51,4.71,0.94,43.28,Fair
6/12/2023,2013077,NRS_SC-10102,NRS18_SC_10781,7/30/2018,1,SC,PROB,,Y,SAP,BETB,WSA,1.77,1.37,0,0,1,5.29,15.72,Poor
6/12/2023,2013078,NRS_OH-10044,NRS18_OH_10009,7/30/2018,1,OH,PROB,,Y,SAP,BETB,WSA,10,3.45,0,0,1.5,0,24.92,Poor
6/12/2023,2013079,NRS_NH-10122,NRS18_NH_10007,7/30/2018,1,NH,PROB,,Y,NAP,BETB,WSA,7.41,7.03,3.33,0.1,5.24,2.17,42.13,Fair
6/12/2023,2013080,NRS_CO-10482,NRS18_CO_10975,7/30/2018,1,CO,PROB,,Y,SPL,BERW,WSA,0,0,0,0,0,0,0,Poor
6/12/2023,2013081,NRS_MI-10055,NRS18_MI_10005,7/31/2018,1,MI,PROB,,Y,UMW,BERW,WSA,6.52,4.71,2.86,4.8,3.33,4.75,44.95,Good
6/12/2023,2013082,NRS_VT-10099,NRS18_VT_10001,7/31/2018,2,VT,PROB,,Y,NAP,BERW,WSA,8.97,3.95,3.33,5.8,8.1,6.89,61.73,Good
6/12/2023,2013083,NRS_ND-10303,NRS18_ND_10004,7/31/2018,1,ND,PROB,,Y,NPL,BERW,WSA,1.26,7.77,6,3.29,2.86,2.92,40.17,Poor
6/12/2023,2013084,NRS_NY-10104,NRS18_NY_10038,7/31/2018,1,NY,PROB,,Y,NAP,BETB,WSA,2.18,5.35,3.33,0,1.9,0,21.27,Poor
6/12/2023,2013085,NRS_NE-10025,NRS18_NE_10009,7/31/2018,1,NE,PROB,,Y,SPL,BETB,WSA,0.1,4.55,0,3.57,0.67,0,14.82,Poor
6/12/2023,2013086,NRS_IN-10070,NRS18_IN_10010,7/31/2018,1,IN,PROB,,Y,TPL,BERW,WSA,4.67,7.22,10,4.71,2,2.08,51.13,Good
6/12/2023,2013087,NRS_OH-10106,NRS18_OH_10032,7/30/2018,1,OH,PROB,,Y,TPL,BETB,WSA,5.18,6.31,6.25,4.12,3,2.59,45.75,Good
6/12/2023,2013088,NRS_CO-10382,NRS18_CO_10046,7/30/2018,1,CO,PROB,,Y,WMT,BETB,WSA,5.39,7.01,7.14,8.6,4.71,4.33,61.97,Good
6/12/2023,2013089,NRS_SC-10054,NRS18_SC_10012,7/31/2018,1,SC,PROB,,Y,SAP,BETB,WSA,0.86,3.31,3.33,3.01,0.5,0,18.35,Poor
6/12/2023,2013090,NRS_KY-10069,NRS18_MO_10009,7/31/2018,1,MO,PROB,,Y,CPL,BETB,WSA,1.15,2.01,0,2.64,0.62,5.63,20.08,Poor
6/12/2023,2013091,NRS_OK-10049,NRS18_OK_10007,7/31/2018,1,OK,PROB,,Y,SPL,BETB,WSA,0,0.62,0,2.84,0,1.43,8.15,Poor
6/12/2023,2013092,NRS_CT-10093,NRS18_CT_10006,7/31/2018,1,CT,PROB,,Y,NAP,BERW,WSA,5.65,8.75,10,3.96,9.05,5.96,72.28,Good
6/12/2023,2013093,NRS_OK-10171,NRS18_OK_10009,7/31/2018,1,OK,PROB,,Y,SPL,BETB,WSA,0,0,1.43,8.39,0,0,16.37,Poor
6/12/2023,2013094,NRS_OR-10480,NRS18_OR_10002,7/31/2018,1,OR,PROB,,Y,WMT,BETB,WSA,1.03,1.49,5.71,3.89,1.76,0,23.13,Poor
6/12/2023,2013095,NRS_NY-10126,NRS18_NY_10026,8/1/2018,1,NY,PROB,,Y,NAP,BETB,WSA,3.22,2.22,2.22,0,1.9,0.95,17.52,Poor
6/12/2023,2013096,NRS_VT-10142,NRS18_VT_10015,8/1/2018,1,VT,PROB,,Y,NAP,BERW,WSA,1.39,4.96,4.44,1.58,1.43,5.36,31.93,Poor
6/12/2023,2013097,NRS_IN-10030,NRS18_IN_10001,8/1/2018,1,IN,PROB,,Y,TPL,BERW,WSA,0.33,7.1,3.75,2.35,0,1.14,24.45,Poor
6/12/2023,2013098,NRS_WA-10466,NRS18_WA_10522,7/31/2018,1,WA,PROB,,Y,XER,BERW,WSA,10,4.1,7.14,5.41,5.29,6.73,64.45,Good
6/12/2023,2013099,NRS_WA-10326,NRS18_WA_10008,7/27/2018,1,WA,PROB,,Y,XER,BETB,WSA,0,0,1.43,0,0,0,2.38,Poor
6/12/2023,2013100,NRS_WA-10389,NRS18_WA_10024,7/30/2018,1,WA,PROB,,Y,XER,BETB,WSA,0,0.13,1.43,2.29,0.59,2.78,12.03,Poor
6/12/2023,2013101,NRS_WA-10391,NRS18_WA_10026,7/28/2018,1,WA,PROB,,Y,XER,BETB,WSA,0.96,2.94,1.43,0.84,0,0,10.28,Poor
6/12/2023,2013102,NRS_WA-10443,NRS18_WA_10040,7/30/2018,1,WA,PROB,,Y,XER,BETB,WSA,0.82,0,0,3.51,0,0,7.22,Poor
6/12/2023,2013103,NRS_WA-10442,NRS18_WA_10039,7/29/2018,1,WA,PROB,,Y,XER,BETB,WSA,0,3.16,1.43,0,0,0,7.65,Poor
6/12/2023,2013104,NRS_NE-10120,NRS18_NE_10024,8/1/2018,1,NE,PROB,,Y,SPL,BETB,WSA,6.04,7.73,4.29,5.65,4.67,4.29,54.45,Good
6/12/2023,2013105,NRS_PA-10054,NRS18_PA_10005,8/1/2018,1,PA,PROB,,Y,NAP,BERW,WSA,7.83,7.18,6.67,5.4,10,5.92,71.67,Good
6/12/2023,2013106,NRS_TN-10057,NRS18_TN_10002,8/1/2018,1,TN,PROB,,Y,SAP,BETB,WSA,0,0.07,0,0,0,0,0.12,Poor
6/12/2023,2013107,NRS_WI-10183,NRS18_WI_10035,8/1/2018,1,WI,PROB,,Y,UMW,BERW,WSA,7.99,7.55,0,8.09,8.33,6.2,63.6,Good
6/12/2023,2013108,NRS_WI-10093,NRS18_WI_10066,7/31/2018,1,WI,PROB,,Y,UMW,BERW,WSA,5.98,9.29,2.86,5.38,8.89,6.54,64.9,Good
6/12/2023,2013109,NRS_VA-10088,NRS18_VA_10003,8/1/2018,1,VA,PROB,,Y,SAP,BERW,WSA,4.23,8.27,5.56,0.51,4.5,7.51,50.97,Good
6/12/2023,2013110,NRS_CO-10319,NRS18_CO_10020,7/31/2018,1,CO,PROB,,Y,XER,BERW,WSA,7.45,3.74,7.14,5.81,5.29,4.79,57.03,Good
6/12/2023,2013111,NRS_OH-10076,NRS18_OH_10019,8/1/2018,1,OH,PROB,,Y,SAP,BETB,WSA,2.46,1.65,0,1.29,0,0,9,Poor
6/12/2023,2013112,NRS_SC-10026,NRS18_SC_10005,8/1/2018,1,SC,PROB,,Y,CPL,BETB,WSA,7.79,1.01,0,8.81,1.25,7.5,43.93,Fair
6/12/2023,2013113,NRS_MO-10152,NRS18_MO_10040,8/1/2018,1,MO,PROB,,Y,CPL,BETB,WSA,6.93,7.16,3.75,2.49,6.88,7.41,57.7,Good
6/12/2023,2013114,NRS_SD-10443,NRS18_SD_10029,8/1/2018,1,SD,PROB,,Y,TPL,BERW,WSA,0.38,4.49,2.5,2.35,0,5.74,25.77,Poor
6/12/2023,2013115,NRS_CO-10227,NRS18_CO_10009,8/1/2018,1,CO,PROB,,Y,SPL,BERW,WSA,3.18,5.88,2.86,1.71,1.33,0,24.93,Fair
6/12/2023,2013116,NRS_NJ-10068,NRS18_NJ_10019,8/1/2018,1,NJ,PROB,,Y,NAP,BETB,WSA,1.66,4.94,6.67,1.55,1.9,0.33,28.42,Poor
6/12/2023,2013117,NRS_ID-10378,NRS18_ID_10057,7/31/2018,1,ID,PROB,,Y,WMT,BERW,WSA,6.84,9.06,5.71,5.14,9.41,5.13,68.82,Good
6/12/2023,2013118,NRS_ID-10402,NRS18_ID_10095,7/30/2018,1,ID,PROB,,Y,WMT,BERW,WSA,3.51,8.87,1.43,3.27,5.29,2,40.62,Fair
6/12/2023,2013119,NRS_ID-10466,NRS18_ID_10280,8/1/2018,1,ID,PROB,,Y,XER,BERW,WSA,10,5.09,10,9.4,10,8.96,89.08,Good
6/12/2023,2013120,NRS_VT-10140,NRS18_VT_10013,8/2/2018,1,VT,PROB,,Y,NAP,BERW,WSA,6.34,1.93,4.44,3.44,5.24,7.04,47.38,Fair
6/12/2023,2013121,NRS_TX-10111,NRS18_TX_10004,7/31/2018,1,TX,PROB,,Y,CPL,BERW,WSA,7.41,8.82,0,1.27,1.88,0,32.3,Poor
6/12/2023,2013122,NRS_TX-10285,NRS18_TX_10035,8/1/2018,1,TX,PROB,,Y,CPL,BETB,WSA,8.99,2.54,2.5,1.41,2.5,4.5,37.4,Poor
6/12/2023,2013123,NRS_NY-10046,NRS18_NY_10014,8/2/2018,1,NY,PROB,,Y,NAP,BETB,WSA,0.54,5.4,0,0,0.48,0,10.7,Poor
6/12/2023,2013124,NRS_TN-10115,NRS18_TN_10016,8/2/2018,1,TN,PROB,,Y,SAP,BETB,WSA,0.54,2.73,1.11,2.32,0,3.02,16.2,Poor
6/12/2023,2013125,NRS_OR-10478,NRS18_OR_10011,8/1/2018,1,OR,PROB,,Y,WMT,BETB,WSA,4.96,3.85,2.86,1.91,5.29,2.67,35.9,Fair
6/12/2023,2013127,NRS_IN-10055,NRS18_IN_10008,8/2/2018,2,IN,PROB,,Y,UMW,BERW,WSA,0.2,6.19,1.43,0,2.78,1.18,19.63,Poor
6/12/2023,2013128,NRS_ND-10265,NRS18_ND_10001,8/2/2018,2,ND,PROB,,Y,NPL,BERW,WSA,1.57,8.48,10,6.46,2.86,3.33,54.5,Fair
6/12/2023,2013129,NRS_PA-10101,NRS18_PA_10017,8/2/2018,1,PA,PROB,,Y,NAP,BERW,WSA,9.51,4.29,4.44,6.44,8.57,7.55,68,Good
6/12/2023,2013130,NRS_CO-10481,NRS18_CO_10974,8/2/2018,1,CO,PROB,,Y,SPL,BERW,WSA,9.38,4.03,1.43,1.71,1.33,0,29.8,Fair
6/12/2023,2013131,NRS_MA-10094,NRS18_MA_10011,8/2/2018,1,MA,PROB,,Y,CPL,BERW,WSA,5.39,4.85,5,4.19,4.38,5.63,49.07,Fair
6/12/2023,2013132,NRS_CO-10493,NRS18_CO_11423,8/1/2018,1,CO,PROB,,Y,SPL,BETB,WSA,5.05,5.17,0,0.26,1.33,0,19.68,Poor
6/12/2023,2013133,NRS_OH-10108,NRS18_OH_10034,8/2/2018,1,OH,PROB,,Y,SAP,BETB,WSA,0,0.79,0,0,0,0,1.32,Poor
6/12/2023,2013134,NRS_SD-10377,NRS18_SD_10018,8/2/2018,1,SD,PROB,,Y,TPL,BERW,WSA,1.97,7.22,2.5,2.94,2,4.59,35.37,Fair
6/12/2023,2013135,NRS_OH-10077,NRS18_OH_10020,8/2/2018,1,OH,PROB,,Y,TPL,BETB,WSA,3.57,10,6.25,2.35,5,7.58,57.92,Good
6/12/2023,2013136,NRS_OH-10109,NRS18_OH_10035,8/1/2018,1,OH,PROB,,Y,TPL,BETB,WSA,4.94,3.92,0,0.59,0,5.74,25.32,Poor
6/12/2023,2013137,NRS_IN-10037,NRS18_IN_10005,8/3/2018,1,IN,PROB,,Y,TPL,BERW,WSA,3.83,6.7,5,2.94,3,4.59,43.43,Good
6/12/2023,2013138,NRS_CT-10119,NRS18_CT_10030,8/2/2018,1,CT,PROB,,Y,NAP,BERW,WSA,7.3,10,8.89,6.03,10,5.43,79.42,Good
6/12/2023,2013139,NRS_NH-10068,NRS18_NH_10002,8/2/2018,2,NH,PROB,,Y,NAP,BETB,WSA,0.03,3.14,0,0,0,0,5.28,Poor
6/12/2023,2013140,NRS_SC-10094,NRS18_SC_10180,8/2/2018,1,SC,PROB,,Y,SAP,BERW,WSA,1.77,4.46,4.44,4.97,0,3.4,31.73,Fair
6/12/2023,2013141,NRS_WI-10226,NRS18_WI_10543,8/2/2018,1,WI,PROB,,Y,UMW,BERW,WSA,4.62,6.84,0,8.5,5,2.59,45.92,Good
6/12/2023,2013142,NRS_FL-10140,NRS18_FL_10008,7/31/2018,1,FL,PROB,,Y,CPL,BERW,WSA,9.77,3.43,2.5,3.52,1.88,6.96,46.77,Fair
6/12/2023,2013143,NRS_TN-10060,NRS18_TN_10007,8/3/2018,1,TN,PROB,,Y,SAP,BETB,WSA,3.83,2.81,0,0,0,8.13,24.62,Poor
6/12/2023,2013144,NRS_CO-10494,NRS18_CO_11424,8/2/2018,1,CO,PROB,,Y,SPL,BETB,WSA,6.17,5.97,2.86,1.32,4.67,5.71,44.5,Good
6/12/2023,2013145,NRS_TX-10163,NRS18_TX_10011,8/3/2018,1,TX,PROB,,Y,SPL,BERW,WSA,0.64,6.78,0,4.46,0.67,1.43,23.3,Fair
6/12/2023,2013146,NRS_RI-10055,NRS18_RI_10022,8/3/2018,1,RI,PROB,,Y,NAP,BERW,WSA,1.58,2.54,3.33,0,1.43,0.59,15.78,Poor
6/12/2023,2013151,NRS_MA-10100,NRS18_MA_10017,8/5/2018,1,MA,PROB,,Y,NAP,BERW,WSA,0.37,8.96,7.78,0,1.43,2.61,35.25,Poor
6/12/2023,2013152,NRS_CO-10231,NRS18_CO_10010,8/3/2018,1,CO,PROB,,Y,SPL,BETB,WSA,6.89,5.59,2.86,3.27,4.67,4.29,45.95,Good
6/12/2023,2013153,NRS_TX-10154,NRS18_TX_10010,8/5/2018,1,TX,PROB,,Y,SPL,BERW,WSA,6.54,5.12,2.86,4.19,1.33,1.43,35.78,Good
6/12/2023,2013154,NRS_AL-10094,NRS18_AL_10022,8/6/2018,1,AL,PROB,,Y,CPL,BERW,WSA,5.9,5.21,3.75,0,0.62,2.81,30.48,Poor
6/12/2023,2013155,NRS_RI-10033,NRS18_RI_10001,8/6/2018,1,RI,PROB,,Y,NAP,BERW,WSA,2.82,4.56,8.89,2.38,2.86,3.2,41.18,Fair
6/12/2023,2013156,NRS_VA-10095,NRS18_VA_10005,8/6/2018,1,VA,PROB,,Y,SAP,BERW,WSA,5.51,6.19,2.22,4.22,5.5,2.84,44.13,Fair
6/12/2023,2013157,NRS_MD-10045,NRS18_MD_10005,8/6/2018,1,MD,PROB,,Y,SAP,BERW,WSA,2.21,1.58,0,4.27,1,6.78,26.4,Poor
6/12/2023,2013158,NRS_ND-10262,NRS18_ND_10008,8/6/2018,1,ND,PROB,,Y,TPL,BERW,WSA,0.08,5.4,2.5,3.53,0,2.08,22.65,Poor
6/12/2023,2013159,NRS_CO-10488,NRS18_CO_11274,8/4/2018,1,CO,PROB,,Y,XER,BERW,WSA,8.6,4.81,1.43,5.64,4.12,1.34,43.23,Fair
6/12/2023,2013160,NRS_CO-10228,NRS18_CO_10004,8/5/2018,1,CO,PROB,,Y,WMT,BERW,WSA,4.84,7.09,4.29,6.18,3.53,2.2,46.88,Fair
6/12/2023,2013161,NRS_OK-10213,NRS18_OK_10921,8/6/2018,1,OK,PROB,,Y,SAP,BERW,WSA,0,0,3.33,2.32,0,0,9.42,Poor
6/12/2023,2013162,NRS_CO-10235,NRS18_CO_10012,8/5/2018,1,CO,PROB,,Y,SPL,BETB,WSA,10,6.92,2.86,5.18,4,1.43,50.65,Good
6/12/2023,2013163,NRS_KS-10221,NRS18_KS_10040,8/6/2018,1,KS,PROB,,Y,SPL,BERW,WSA,0.46,7.58,5.71,3.31,1.33,0,30.65,Fair
6/12/2023,2013164,NRS_TX-10200,NRS18_TX_10026,8/6/2018,1,TX,PROB,,Y,SPL,BETB,WSA,0.84,1.66,2.86,0,2.67,0,13.38,Poor
6/12/2023,2013165,NRS_PA-10049,NRS18_PA_10012,8/7/2018,1,PA,PROB,,Y,NAP,BETB,WSA,0.99,4.68,5.56,1.14,1.43,2.15,26.58,Poor
6/12/2023,2013166,NRS_PA-10059,NRS18_PA_10007,8/7/2018,1,PA,PROB,,Y,NAP,BERW,WSA,6.45,6.14,5.56,6.8,5.71,6.03,61.15,Good
6/12/2023,2013167,NRS_WI-10223,NRS18_WI_10401,8/7/2018,1,WI,PROB,,Y,TPL,BERW,WSA,5.06,10,10,10,8,4.73,79.65,Good
6/12/2023,2013168,NRS_CA-10829,NRS18_CA_10018,8/7/2018,1,CA,PROB,,Y,XER,BETB,WSA,3.73,4.38,4.29,1.13,2.94,0.21,27.8,Poor
6/12/2023,2013169,NRS_ND-10310,NRS18_ND_10005,8/7/2018,1,ND,PROB,,Y,TPL,BERW,WSA,1.51,5.68,2.5,0.59,1,0,18.8,Poor
6/12/2023,2013172,NRS_NE-10121,NRS18_NE_10025,8/7/2018,1,NE,PROB,,Y,TPL,BETB,WSA,1.42,0,0,0,0,4.59,10.02,Poor
6/12/2023,2013173,NRS_VA-10091,NRS18_VA_10002,8/7/2018,1,VA,PROB,,Y,SAP,BETB,WSA,10,6.33,5.56,4.22,6,1.94,56.75,Good
